,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
358,PX,"P10, Inc.",957.14M,-2.06%,670089,241.73M
359,MFIC,MidCap Financial Investment Corporation,955.31M,-2.46%,474523,276.52M
360,RBCAA,"Republic Bancorp, Inc.",946.51M,-1.04%,11705,311.88M
361,GABC,"German American Bancorp, Inc.",943.46M,-2.12%,141840,248.14M
362,SII,Sprott Inc.,940.64M,-1.57%,67842,169.02M
363,QCRH,"QCR Holdings, Inc.",939.90M,-1.03%,57590,337.15M
364,PRAA,"PRA Group, Inc.",934.48M,-4.08%,228828,802.55M
365,BY,"Byline Bancorp, Inc.",901.33M,-2.22%,87869,355.28M
366,OBK,"Origin Bancorp, Inc.",887.20M,-4.18%,132479,341.14M
367,GHLD,Guild Holdings Company,877.07M,1.43%,3372,655.19M
368,OCFC,OceanFirst Financial Corp.,867.21M,-3.54%,393123,385.68M
369,MTAL,Metals Acquisition Corp,866.93M,1.20%,34233,302.46M
370,BSIG,BrightSphere Investment Group Inc.,860.44M,0.67%,205972,426.60M
371,LC,LendingClub Corporation,860.10M,-2.75%,1014521,864.62M
372,BRKL,"Brookline Bancorp, Inc.",849.83M,-2.93%,427296,333.44M
373,BFC,Bank First Corporation,842.49M,-1.13%,22474,186.91M
374,HG,"Hamilton Insurance Group, Ltd.",839.98M,-3.91%,492849,1.57B
375,SLRC,SLR Investment Corp.,830.32M,-0.92%,280605,229.31M
376,SBSI,"Southside Bancshares, Inc.",829.31M,-2.97%,115816,241.71M
377,AMTB,Amerant Bancorp Inc.,824.14M,-1.54%,110050,352.68M
378,LPRO,Open Lending Corporation,820.25M,-4.27%,383042,117.46M
379,BRDG,Bridge Investment Group Holdings Inc.,817.20M,-5.19%,530132,259.81M
380,CGBD,"Carlyle Secured Lending, Inc.",816.74M,-2.08%,184448,241.63M
381,GRNT,"Granite Ridge Resources, Inc",804.87M,0.49%,261386,394.07M
382,FBMS,"The First Bancshares, Inc.",787.57M,-4.08%,237291,281.53M
383,ABL,"Abacus Life, Inc.",784.27M,0.99%,22987,66.37M
384,LBAI,"Lakeland Bancorp, Inc.",783.03M,-5.56%,194712,293.77M
385,WRLD,World Acceptance Corporation,781.83M,-3.18%,34368,575.18M
386,ECC,Eagle Point Credit Company Inc.,781.62M,-1.17%,582762,122.65M
387,CFFN,"Capitol Federal Financial, Inc.",779.66M,-2.40%,1012611,-41.97M
388,TIGR,UP Fintech Holding Limited,775.87M,-11.07%,1950253,228.23M
389,ALTI,"AlTi Global, Inc.",754.77M,4.43%,351653,183.89M
390,CNOB,"ConnectOne Bancorp, Inc.",749.26M,-3.44%,170133,260.91M
391,BITF,Bitfarms Ltd.,738.48M,-6.36%,19793753,146.37M
392,CTBI,"Community Trust Bancorp, Inc.",729.12M,-2.62%,38171,223.96M
393,LDI,"loanDepot, Inc.",727.61M,-5.98%,527680,915.05M
394,AMAL,Amalgamated Financial Corp.,722.16M,-3.08%,172793,275.98M
395,DCOM,"Dime Community Bancshares, Inc.",719.08M,-3.13%,352852,350.01M
396,AC,"Associated Capital Group, Inc.",715.91M,-0.27%,15159,14.59M
397,FMBH,"First Mid Bancshares, Inc.",708.56M,-2.91%,46870,274.15M
398,PFC,Premier Financial Corp.,706.02M,-3.95%,110409,302.71M
399,TMP,Tompkins Financial Corporation,705.03M,-2.98%,69520,215.42M
400,PFLT,PennantPark Floating Rate Capital Ltd.,696.40M,-1.42%,801511,145.97M
401,GHIX,"Gores Holdings IX, Inc.",695.63M,0.38%,14,-
402,AMBC,"Ambac Financial Group, Inc.",686.52M,-1.38%,301745,269.00M
403,TRIN,Trinity Capital Inc.,686.11M,-2.13%,386731,181.86M
404,EGBN,"Eagle Bancorp, Inc.",681.78M,-4.52%,526780,280.81M
405,ROOT,"Root, Inc.",674.23M,-1.07%,321228,455.00M
406,NOAH,Noah Holdings Limited,670.20M,-4.07%,242071,464.55M
407,HFWA,Heritage Financial Corporation,657.28M,-2.97%,136702,239.54M
408,HUT,Hut 8 Mining Corp.,644.09M,-6.34%,4346308,116.50M
409,AACT,Ares Acquisition Corporation II,639.44M,-,282622,-
410,CCAP,"Crescent Capital BDC, Inc.",639.31M,-1.51%,125666,184.13M
411,CFB,"CrossFirst Bankshares, Inc.",637.05M,-1.24%,114095,231.02M
412,AMRK,"A-Mark Precious Metals, Inc.",633.07M,-2.90%,135169,10.00B
413,TIPT,Tiptree Inc.,628.25M,-0.41%,76647,1.65B
414,PRA,ProAssurance Corporation,617.25M,-0.99%,248743,1.14B
415,GSBC,"Great Southern Bancorp, Inc.",607.74M,-2.84%,34028,226.37M
416,HBT,"HBT Financial, Inc.",607.55M,-2.19%,26378,219.55M
417,MCBS,"MetroCity Bankshares, Inc.",605.44M,-4.28%,18539,119.70M
418,UVE,"Universal Insurance Holdings, Inc.",605.38M,-2.38%,157400,1.39B
419,FCBC,"First Community Bankshares, Inc.",604.54M,-1.71%,30882,157.15M
420,VINP,Vinci Partners Investments Ltd.,602.86M,0.53%,89968,93.31M
421,IGIC,International General Insurance Holdings Ltd.,601.73M,-0.92%,42654,472.00M
422,OSBC,"Old Second Bancorp, Inc.",598.55M,-2.40%,160278,269.61M
423,TCPC,BlackRock TCP Capital Corp.,597.31M,-1.64%,449799,209.33M
424,NBBK,"NB Bancorp, Inc.",595.32M,-,650395,-
425,UVSP,Univest Financial Corporation,595.30M,-3.82%,81670,286.05M
426,CION,CION Investment Corporation,595.12M,-0.36%,1200332,251.01M
427,FDUS,Fidus Investment Corporation,594.85M,-0.93%,686402,130.11M
428,SAGA,Sagaliam Acquisition Corp.,586.89M,-,7,-
429,EZPW,"EZCORP, Inc.",584.63M,-1.42%,317449,1.08B
430,MBWM,Mercantile Bank Corporation,575.20M,-3.10%,58945,217.99M
431,BFST,"Business First Bancshares, Inc.",567.48M,-3.17%,42453,247.29M
432,SUPV,Grupo Supervielle S.A.,561.10M,-4.62%,2056454,626.77M
433,VEL,"Velocity Financial, Inc.",553.13M,2.38%,24042,152.00M
434,UFCS,"United Fire Group, Inc.",549.02M,-1.18%,101891,1.10B
435,QD,Qudian Inc.,548.75M,1.24%,1013928,30.62M
436,RILY,"B. Riley Financial, Inc.",540.55M,-9.02%,1514803,1.79B
437,HBNC,"Horizon Bancorp, Inc.",538.98M,-2.95%,150317,220.44M
438,PSBD,Palmer Square Capital BDC Inc.,527.68M,-0.43%,21436,112.22M
439,WULF,TeraWulf Inc.,519.55M,-4.02%,13747651,55.51M
440,APLD,Applied Digital Corporation,516.25M,-8.24%,2612050,114.65M
441,CPF,Central Pacific Financial Corp.,512.25M,-2.59%,115884,240.97M
442,TRST,TrustCo Bank Corp NY,510.61M,-1.71%,74239,188.91M
443,IREN,Iris Energy Limited,509.76M,-6.94%,5840955,85.48M
444,IBCP,Independent Bank Corporation,506.75M,-2.85%,55927,200.80M
445,MSBI,"Midland States Bancorp, Inc.",505.77M,-2.98%,70039,281.48M
446,GCBC,"Greene County Bancorp, Inc.",505.19M,3.89%,21366,68.41M
447,TREE,"LendingTree, Inc.",502.02M,-6.85%,343924,672.50M
448,HTBK,Heritage Commerce Corp,497.31M,-3.21%,428887,191.47M
449,GAIN,Gladstone Investment Corporation,496.36M,-2.47%,117714,83.52M
450,AMNB,American National Bankshares Inc.,492.43M,-2.83%,16979,105.22M
451,CATC,Cambridge Bancorp,491.58M,-4.12%,25423,161.63M
452,CCB,Coastal Financial Corporation,487.34M,-1.56%,43852,261.00M
453,SMBC,"Southern Missouri Bancorp, Inc.",486.88M,-2.57%,31743,153.93M
454,EQBK,"Equity Bancshares, Inc.",486.76M,-2.10%,43412,138.02M
455,FMNB,Farmers National Banc Corp.,485.84M,-3.25%,215296,170.49M
456,GDOT,Green Dot Corporation,481.28M,2.02%,1055602,1.50B
457,YRD,Yiren Digital Ltd.,475.41M,-1.86%,46811,647.79M
458,CCBG,"Capital City Bank Group, Inc.",474.03M,-2.76%,33472,220.88M
459,RWAY,Runway Growth Finance Corp.,472.74M,-0.60%,433658,164.21M
460,CAC,Camden National Corporation,471.82M,-3.49%,31919,161.20M
461,WDH,Waterdrop Inc.,465.68M,-0.82%,250004,364.62M
462,ALCC,AltC Acquisition Corp.,465.49M,0.09%,79915,-
463,ACIC,American Coastal Insurance Corporation,460.11M,-0.56%,197019,341.80M
464,HIPO,Hippo Holdings Inc.,458.26M,-9.23%,145502,209.70M
465,HAFC,Hanmi Financial Corporation,457.18M,-3.86%,235447,251.11M
466,GLAD,Gladstone Capital Corporation,455.97M,-2.29%,254877,90.36M
467,HTBI,"HomeTrust Bancshares, Inc.",450.77M,-2.94%,29830,186.41M
468,THFF,First Financial Corporation,447.28M,-2.93%,40883,202.67M
469,DGICA,Donegal Group Inc.,447.14M,-1.34%,61706,927.34M
470,BETR,Better Home & Finance Holding Company,446.35M,-2.17%,726356,450.55M
471,HONE,"HarborOne Bancorp, Inc.",446.26M,-2.00%,200126,163.45M
472,DGICB,Donegal Group Inc.,441.41M,1.76%,220,927.34M
473,WASH,"Washington Trust Bancorp, Inc.",439.80M,-3.33%,111681,190.04M
474,ATLC,Atlanticus Holdings Corporation,439.57M,-0.23%,13271,354.81M
475,ANSC,Agriculture & Natural Solutions Acquisition Corporation,437.72M,-0.05%,218832,-
476,PNNT,PennantPark Investment Corporation,437.66M,-1.47%,538205,149.74M
477,DHIL,"Diamond Hill Investment Group, Inc.",436.72M,-2.21%,17401,136.72M
478,SLAM,Slam Corp.,433.64M,-,5282,-
479,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",433.53M,-4.92%,170202,135.21M
480,PGC,Peapack-Gladstone Financial Corporation,428.36M,-4.27%,85995,215.58M
481,SPFI,"South Plains Financial, Inc.",423.56M,-2.52%,20090,219.41M
482,ALRS,Alerus Financial Corporation,422.78M,-2.55%,43644,166.01M
483,GLRE,"Greenlight Capital Re, Ltd.",421.51M,-0.59%,49333,667.08M
484,FFWM,First Foundation Inc.,421.25M,-7.34%,693712,252.14M
485,GFR,Greenfire Resources Ltd,415.97M,-2.67%,4760,-
486,CCNE,CNB Financial Corporation,414.75M,-1.90%,43796,217.17M
487,GBLI,"Global Indemnity Group, LLC",413.33M,0.07%,5246,574.50M
488,MCB,Metropolitan Bank Holding Corp.,412.11M,-4.18%,115197,238.46M
489,AROW,Arrow Financial Corporation,407.54M,-3.98%,47484,130.57M
490,OPY,Oppenheimer Holdings Inc.,404.69M,-2.51%,28170,1.25B
491,KRNY,Kearny Financial Corp.,404.02M,-6.06%,680267,148.37M
492,CRD.B,Crawford & Company,398.33M,6.91%,11721,1.32B
493,NETD,Nabors Energy Transition Corp. II,397.26M,0.05%,50200,-
494,NBN,Northeast Bank,396.82M,-2.89%,19092,142.81M
495,CRD.A,Crawford & Company,395.15M,6.98%,345800,1.32B
496,ESQ,"Esquire Financial Holdings, Inc.",393.67M,-1.38%,26278,105.34M
497,FSBC,Five Star Bancorp,391.15M,-4.41%,12936,114.39M
498,LCAA,L Catterton Asia Acquisition Corp,391.06M,2.43%,107534,-
499,CSTR,"CapStar Financial Holdings, Inc.",388.59M,-2.62%,98405,111.18M
500,HRZN,Horizon Technology Finance Corporation,386.75M,-0.43%,295078,113.48M
501,HCVI,Hennessy Capital Investment Corp. VI,386.49M,0.38%,56,-
502,GHI,Greystone Housing Impact Investors LP,385.36M,-0.66%,24137,104.90M
503,BHRB,Burke & Herbert Bank & Trust Company,385.25M,-4.72%,10150,-
504,SMMF,"Summit Financial Group, Inc.",380.67M,-2.54%,23848,165.20M
505,BHB,Bar Harbor Bankshares,379.17M,-2.76%,37437,150.60M
506,SHBI,"Shore Bancshares, Inc.",372.41M,-3.12%,84439,121.69M
507,VALU,"Value Line, Inc.",368.22M,-2.13%,1112,39.04M
508,FFIC,Flushing Financial Corporation,360.82M,-6.96%,176478,185.29M
509,HIFS,Hingham Institution for Savings,357.61M,-0.77%,23759,161.23M
510,RRAC,Rigel Resource Acquisition Corp.,356.94M,0.09%,15672,-
511,RRBI,"Red River Bancshares, Inc.",346.92M,-1.86%,7599,108.13M
512,TPVG,TriplePoint Venture Growth BDC Corp.,346.86M,-2.46%,490982,137.49M
513,GNTY,"Guaranty Bancshares, Inc.",346.45M,-0.54%,23757,121.56M
514,MOFG,"MidWestOne Financial Group, Inc.",344.78M,-3.70%,21505,156.75M
515,SMBK,"SmartFinancial, Inc.",344.20M,-4.03%,41799,155.80M
516,MBI,MBIA Inc.,340.69M,-3.14%,329521,7.00M
517,MPB,"Mid Penn Bancorp, Inc.",339.26M,-2.78%,40554,166.56M
518,MCBC,Macatawa Bank Corporation,336.40M,-2.66%,55420,105.34M
519,SVII,Spring Valley Acquisition Corp. II,334.88M,-0.09%,108,-
520,LX,LexinFintech Holdings Ltd.,330.64M,-3.48%,1484811,1.73B
521,XPDB,Power & Digital Infrastructure Acquisition II Corp.,327.08M,3.94%,12678,-
522,IPXX,Inflection Point Acquisition Corp. II,326.25M,-,12215,-
523,BWB,"Bridgewater Bancshares, Inc.",323.38M,-3.17%,52796,111.84M
524,FRBA,First Bank,321.59M,-2.64%,58309,125.94M
525,RENE,Cartesian Growth Corporation II,318.84M,-,80301,-
526,SCM,Stellus Capital Investment Corporation,315.32M,-1.07%,108491,105.85M
527,TYG,Tortoise Energy Infrastructure Corporation,315.03M,-1.08%,49106,176.85M
528,EBTC,"Enterprise Bancorp, Inc.",312.86M,-3.06%,38027,161.44M
529,RBB,RBB Bancorp,312.85M,-2.33%,54577,130.94M
530,SAR,Saratoga Investment Corp.,311.85M,-1.40%,101630,138.80M
531,IVCB,Investcorp Europe Acquisition Corp I,310.02M,-0.13%,1533,-
532,HYAC,Haymaker Acquisition Corp. III,307.30M,-,1674,-
533,NODK,"NI Holdings, Inc.",305.55M,0.74%,11003,364.61M
534,JWSM,Jaws Mustang Acquisition Corporation,301.45M,0.27%,7159,-
535,FRST,Primis Financial Corp.,299.77M,-2.47%,86830,133.22M
536,ACNB,ACNB Corporation,297.13M,-2.41%,13654,105.92M
537,WHF,"WhiteHorse Finance, Inc.",296.12M,-1.65%,26357,103.26M
538,CARE,"Carter Bankshares, Inc.",296.02M,-3.72%,58723,-
539,ITIC,Investors Title Company,293.65M,-1.38%,1252,236.56M
540,ASA,ASA Gold and Precious Metals Limited,291.47M,-1.44%,32762,-5.60M
541,HIVE,HIVE Blockchain Technologies Ltd.,289.66M,-5.75%,2714596,95.81M
542,FISI,"Financial Institutions, Inc.",287.03M,-0.33%,70788,200.28M
543,HBCP,"Home Bancorp, Inc.",287.02M,-3.04%,10040,132.99M
544,FBIZ,"First Business Financial Services, Inc.",286.82M,-2.46%,14342,135.71M
545,SLQT,"SelectQuote, Inc.",286.19M,-4.02%,458255,1.16B
546,PFIS,Peoples Financial Services Corp.,284.47M,-2.65%,9906,106.23M
547,BCAL,Southern California Bancorp,284.05M,-3.38%,82723,-
548,UNTY,"Unity Bancorp, Inc.",280.80M,-2.76%,23197,99.97M
549,CBNK,"Capital Bancorp, Inc.",280.54M,-0.79%,18975,157.23M
550,WTBA,"West Bancorporation, Inc.",280.31M,-2.30%,37070,78.40M
551,ORRF,"Orrstown Financial Services, Inc.",279.21M,-2.05%,36477,129.91M
552,TRTL,TortoiseEcofin Acquisition Corp. III,278.31M,0.47%,5789,-
553,BKCC,BlackRock Capital Investment Corporation,277.22M,-0.54%,128000,80.36M
554,BSRR,Sierra Bancorp,276.94M,-3.53%,21745,137.27M
555,HMST,"HomeStreet, Inc.",276.83M,-4.49%,78933,209.12M
556,FDBC,"Fidelity D & D Bancorp, Inc.",276.40M,-6.46%,12535,80.94M
557,INBK,First Internet Bancorp,275.84M,-2.85%,28036,84.38M
558,CZNC,Citizens & Northern Corporation,275.73M,2.53%,66543,104.63M
559,BMRC,Bank of Marin Bancorp,270.81M,-1.55%,62243,105.52M
560,FMAO,"Farmers & Merchants Bancorp, Inc.",269.87M,-1.87%,16254,95.69M
561,TCBX,"Third Coast Bancshares, Inc.",269.56M,-0.35%,42121,141.41M
562,FANH,Fanhua Inc.,268.94M,-2.43%,29489,462.50M
563,MVBF,MVB Financial Corp.,267.92M,-2.11%,19114,144.92M
564,PRLH,Pearl Holdings Acquisition Corp,267.00M,0.66%,1693,-
565,LNKB,"LINKBANCORP, Inc.",266.61M,0.56%,11854,34.25M
566,NEWT,Newtek Business Services Corp.,266.54M,-3.23%,137321,166.20M
567,EMLD,FTAC Emerald Acquisition Corp.,264.32M,-,1,-
568,VBNK,VersaBank,263.99M,-1.38%,5275,83.26M
569,OBT,"Orange County Bancorp, Inc.",263.29M,-2.79%,9044,93.42M
570,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",260.87M,-1.38%,28390,75.55M
571,NRIM,"Northrim BanCorp, Inc.",258.81M,-0.76%,6775,125.79M
572,FNLC,"The First Bancorp, Inc.",257.05M,-2.10%,15968,79.46M
573,PLAO,Patria Latin American Opportunity Acquisition Corp.,255.05M,0.27%,316,-
574,BSVN,Bank7 Corp.,254.78M,-1.77%,25842,77.57M
575,HRTG,"Heritage Insurance Holdings, Inc.",254.44M,-6.65%,573832,735.50M
576,CLBR,Colombier Acquisition Corp.,250.15M,-,100,-
577,FSBW,"FS Bancorp, Inc.",248.66M,-0.56%,8214,135.92M
578,SFST,"Southern First Bancshares, Inc.",248.52M,-4.99%,21786,86.25M
579,FLIC,The First of Long Island Corporation,246.19M,-3.74%,99473,93.53M
580,GOCO,"GoHealth, Inc.",246.08M,-13.17%,65767,734.67M
581,JMSB,"John Marshall Bancorp, Inc.",244.34M,-2.21%,50620,43.41M
582,PBFS,"Pioneer Bancorp, Inc.",243.67M,-1.81%,25204,78.37M
583,JRVR,"James River Group Holdings, Ltd.",242.72M,-0.30%,1399438,812.01M
584,PLMJ,Plum Acquisition Corp. III,241.80M,-0.66%,1340,-
585,HLXB,Helix Acquisition Corp. II,238.02M,0.39%,1654,-
586,RM,Regional Management Corp.,231.67M,-2.32%,32955,551.40M
587,BCML,BayCom Corp,230.56M,-0.96%,16817,110.29M
588,CNDA,Concord Acquisition Corp II,228.08M,-,14119,-
589,LEGT,Legato Merger Corp. III,226.88M,-0.10%,41254,-
590,CIVB,"Civista Bancshares, Inc.",225.86M,-2.72%,36476,163.55M
591,CVCY,Central Valley Community Bancorp,225.01M,-2.42%,24266,89.05M
592,WSBF,"Waterstone Financial, Inc.",224.39M,-2.61%,39509,130.74M
593,BTBT,"Bit Digital, Inc.",222.36M,-6.67%,5756773,36.64M
594,PCB,PCB Bancorp,222.22M,-2.37%,18712,99.32M
595,USCB,"USCB Financial Holdings, Inc.",220.81M,-1.33%,16064,65.24M
596,SSBK,"Southern States Bancshares, Inc.",220.59M,-1.48%,13424,85.50M
597,BLFY,Blue Foundry Bancorp,220.10M,-2.56%,56832,48.15M
598,CONX,CONX Corp.,218.30M,-2.14%,52,-
599,CVLY,"Codorus Valley Bancorp, Inc.",217.92M,-2.57%,21284,95.31M
600,NECB,"Northeast Community Bancorp, Inc.",217.41M,-2.41%,49539,94.86M
601,SBXC,SilverBox Corp III,216.73M,-0.10%,4346,-
602,FVCB,"FVCBankcorp, Inc.",215.82M,-0.58%,47670,53.24M
603,TSBK,"Timberland Bancorp, Inc.",213.88M,-2.73%,15530,75.91M
604,NWFL,Norwood Financial Corp.,213.30M,-3.54%,18260,72.20M
605,PHYT,Pyrophyte Acquisition Corp.,211.49M,0.09%,55365,-
606,CFFS,CF Acquisition Corp. VII,209.00M,-0.83%,8510,-
607,PDLB,"Ponce Financial Group, Inc.",208.36M,-2.12%,32370,59.62M
608,XYF,X Financial,207.53M,-1.39%,7039,629.69M
609,OVLY,Oak Valley Bancorp,206.67M,-5.10%,18815,85.01M
610,PLBC,Plumas Bancorp,205.70M,-3.42%,12295,77.07M
611,SWKH,SWK Holdings Corporation,203.68M,-1.17%,5206,37.67M
612,NFYS,Enphys Acquisition Corp.,203.10M,0.09%,11699,-
613,BWFG,"Bankwell Financial Group, Inc.",200.03M,0.20%,21285,98.44M
614,CHMG,Chemung Financial Corporation,199.91M,-0.59%,9327,95.74M
615,PKBK,"Parke Bancorp, Inc.",199.87M,-0.54%,25780,72.96M
616,NKSH,"National Bankshares, Inc.",199.09M,-2.61%,7199,55.10M
617,SEDA,SDCL EDGE Acquisition Corporation,198.32M,-,3920,-
618,KVAC,Keen Vision Acquisition Corporation,198.12M,0.19%,3144,-
619,MCAA,Mountain & Co. I Acquisition Corp.,198.01M,-,139725,-
620,SEZL,Sezzle Inc.,197.85M,2.81%,43530,159.36M
621,COFS,"ChoiceOne Financial Services, Inc.",197.73M,-0.21%,20900,80.64M
622,MNTN,Everest Consolidator Acquisition Corporation,196.71M,0.09%,1191,-
623,PMTS,CPI Card Group Inc.,195.98M,-3.81%,33241,444.55M
624,CZFS,"Citizens Financial Services, Inc.",195.06M,-2.63%,7710,86.34M
625,LCNB,LCNB Corp.,193.80M,-2.92%,35982,72.49M
626,CALB,California BanCorp,193.76M,-2.70%,8803,81.12M
627,CBAN,"Colony Bankcorp, Inc.",193.73M,-1.81%,26468,111.79M
628,CRML,Critical Metals Corp.,192.98M,16.76%,8114,-
629,OCN,Ocwen Financial Corporation,191.80M,-3.41%,11164,1.07B
630,FFNW,"First Financial Northwest, Inc.",188.82M,-1.57%,37432,43.52M
631,BPRN,Princeton Bancorp Inc,187.65M,-2.81%,13803,83.99M
632,PEGR,Project Energy Reimagined Acquisition Corp.,187.32M,0.28%,45,-
633,OXSQ,Oxford Square Capital Corp.,186.60M,-2.68%,333549,51.41M
634,MBCN,Middlefield Banc Corp.,186.11M,-3.12%,8771,68.96M
635,VSTE,Vast Renewables Limited,184.26M,-8.06%,2123,919.00K
636,MFIN,Medallion Financial Corp.,184.14M,0.13%,106078,161.60M
637,SNFCA,Security National Financial Corporation,184.02M,-1.85%,11518,351.77M
638,IVCA,Investcorp India Acquisition Corp,181.12M,-0.36%,91,-
639,PTMN,Portman Ridge Finance Corporation,178.79M,-1.58%,79560,76.32M
640,TRIS,Tristar Acquisition I Corp.,178.47M,-,357,-
641,EHTH,"eHealth, Inc.",176.52M,-2.56%,228949,452.87M
642,CPSS,"Consumer Portfolio Services, Inc.",176.35M,-2.40%,20756,343.06M
643,ATLO,Ames National Corporation,175.80M,-1.18%,11365,53.05M
644,APCA,AP Acquisition Corp.,175.53M,0.08%,855,-
645,ESSA,"ESSA Bancorp, Inc.",174.26M,-2.82%,14131,68.56M
646,BCBP,"BCB Bancorp, Inc.",172.97M,-3.24%,43394,102.05M
647,CFFI,C&F Financial Corporation,172.01M,-3.76%,3564,119.05M
648,WNEB,"Western New England Bancorp, Inc.",170.50M,-1.86%,20645,77.93M
649,EVE,EVe Mobility Acquisition Corp,169.92M,0.18%,844,-
650,SKGR,SK Growth Opportunities Corporation,169.03M,-,9967,-
651,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,168.49M,-,871,-
652,VERY,"Vericity, Inc.",168.24M,-0.37%,9125,175.00M
653,GAQ,Generation Asia I Acquisition Limited,167.31M,0.09%,10,-
654,PVBC,"Provident Bancorp, Inc.",165.73M,-1.01%,39136,71.12M
655,LCW,Learn CW Investment Corporation,165.37M,-0.27%,105178,-
656,BRKH,Burtech Acquisition Corp.,164.52M,-4.45%,149,-
657,APXI,APx Acquisition Corp. I,162.00M,-0.09%,305,-
658,SOC,Sable Offshore Corp.,160.84M,-1.18%,314165,-
659,CAPT,Captivision Inc.,160.52M,-3.97%,39708,32.75M
660,MRCC,Monroe Capital Corporation,159.46M,-0.84%,63907,64.30M
661,ALCY,Alchemy Investments Acquisition Corp 1,158.39M,0.09%,55855,-
662,EVBN,"Evans Bancorp, Inc.",156.86M,-,20947,94.11M
663,VABK,Virginia National Bankshares Corporation,154.27M,-3.56%,3924,63.42M
664,ISTR,Investar Holding Corporation,153.87M,-2.69%,30656,83.06M
665,ROSS,Ross Acquisition Corp II,151.69M,0.63%,238,-
666,OPBK,OP Bancorp,151.65M,-1.98%,43400,84.38M
667,BFAC,Battery Future Acquisition Corp.,151.61M,0.64%,346,-
668,IFIN,InFinT Acquisition Corporation,150.56M,-0.26%,136,-
669,PEBK,"Peoples Bancorp of North Carolina, Inc.",150.15M,0.44%,3865,76.07M
670,FNWB,First Northwest Bancorp,149.73M,-,3843,76.03M
671,ESHA,ESH Acquisition Corp.,148.53M,-0.29%,80,-
672,BCSA,Blockchain Coinvestors Acquisition Corp. I,148.31M,0.09%,123,-
673,SAMG,Silvercrest Asset Management Group Inc.,148.06M,-5.25%,45539,117.41M
674,FUNC,First United Corporation,147.43M,-1.13%,17960,75.75M
675,TLGY,TLGY Acquisition Corporation,147.28M,-,69,-
676,GSIW,Garden Stage Limited,145.94M,-3.82%,13786,3.26M
677,HCMA,HCM Acquisition Corp,145.38M,-7.20%,828,-
678,CNF,CNFinance Holdings Limited,143.34M,-0.96%,15406,81.00M
679,WNNR,Andretti Acquisition Corp.,142.76M,-6.81%,6562,-
680,VCXB,10X Capital Venture Acquisition Corp. III,142.10M,-0.09%,4,-
681,MNSB,"MainStreet Bancshares, Inc.",140.16M,-3.76%,17753,81.08M
682,PWOD,"Penns Woods Bancorp, Inc.",140.16M,-1.74%,15305,64.82M
683,OFS,OFS Capital Corporation,139.88M,0.68%,84873,56.94M
684,MHLD,"Maiden Holdings, Ltd.",139.66M,-2.11%,134809,89.23M
685,TWLV,Twelve Seas Investment Company II,139.21M,0.47%,1346,-
686,AHG,Akso Health Group,139.17M,-,3856,2.20M
687,ATEK,Athena Technology Acquisition Corp. II,138.86M,-1.21%,20510,-
688,UNB,"Union Bankshares, Inc.",138.78M,-4.58%,10869,48.79M
689,ALSA,Alpha Star Acquisition Corporation,138.39M,-,25019,-
690,CFBK,CF Bankshares Inc.,138.18M,-0.62%,2269,50.61M
691,ISRL,Israel Acquisitions Corp,138.13M,0.09%,101,-
692,FGBI,"First Guaranty Bancshares, Inc.",137.73M,-3.53%,5398,95.22M
693,HWBK,"Hawthorn Bancshares, Inc.",136.99M,-2.75%,25402,65.90M
694,LGVC,LAMF Global Ventures Corp. I,136.91M,-0.09%,2226,-
695,BANX,ArrowMark Financial Corp.,136.27M,0.42%,16939,-
696,MYFW,"First Western Financial, Inc.",135.67M,-2.26%,35267,95.99M
697,CNDB,Concord Acquisition Corp III,135.59M,0.09%,107,-
698,MFH,Mercurity Fintech Holding Inc.,135.02M,-6.99%,7246,326.68K
699,RMBI,"Richmond Mutual Bancorporation, Inc.",133.61M,8.22%,114045,43.45M
700,NNAG,99 Acquisition Group Inc.,133.26M,-0.10%,584,-
701,CWBC,Community West Bancshares,133.13M,-1.40%,4196,49.29M
702,VMCA,Valuence Merger Corp. I,132.48M,-,418,-
703,CZWI,"Citizens Community Bancorp, Inc.",131.86M,-2.22%,185552,59.07M
704,FCCO,First Community Corporation,131.36M,-1.45%,19046,59.21M
705,UBFO,United Security Bancshares,129.62M,-0.66%,937,53.29M
706,ZLS,Zalatoris II Acquisition Corp.,129.05M,0.19%,35826,-
707,BFIN,BankFinancial Corporation,127.22M,0.10%,6014,55.93M
708,RMGC,RMG Acquisition Corp. III,127.11M,-0.30%,1042,-
709,FIAC,Focus Impact Acquisition Corp.,125.98M,0.09%,1245,-
710,FINW,FinWise Bancorp,125.94M,1.69%,39663,66.03M
711,ARRW,Arrowroot Acquisition Corp.,125.76M,9.08%,288,-
712,DSAQ,Direct Selling Acquisition Corp.,125.71M,0.09%,11887,-
713,GATE,Marblegate Acquisition Corp.,125.06M,-0.29%,1,-
714,OPRT,Oportun Financial Corporation,124.94M,-3.56%,221279,352.01M
715,NPAB,New Providence Acquisition Corp. II,124.05M,0.09%,836,-
716,KCGI,Kensington Capital Acquisition Corp. V,123.70M,-,3752,-
717,EVGR,Evergreen Corporation,123.10M,-,41858,-
