,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
718,PLMI,Plum Acquisition Corp. I,122.58M,0.09%,75,-
719,PPYA,Papaya Growth Opportunity Corp. I,121.05M,-0.37%,-,-
720,WMPN,William Penn Bancorporation,119.30M,-0.32%,21763,21.96M
721,ECBK,"ECB Bancorp, Inc.",118.94M,-0.16%,2135,24.85M
722,BOCN,Blue Ocean Acquisition Corp.,118.87M,-,10,-
723,RCFA,RCF Acquisition Corp.,118.86M,0.45%,4500,-
724,HNVR,"Hanover Bancorp, Inc.",116.47M,-0.37%,2587,60.45M
725,IXAQ,IX Acquisition Corp.,116.01M,0.18%,247028,-
726,FRAF,Franklin Financial Services Corporation,114.90M,0.81%,7041,65.76M
727,CIA,"Citizens, Inc.",114.47M,0.43%,27127,241.09M
728,FSFG,"First Savings Financial Group, Inc.",113.99M,1.46%,802,80.32M
729,PORT,Southport Acquisition Corporation,113.95M,-5.13%,5031,-
730,BYNO,byNordic Acquisition Corporation,113.76M,-,34200,-
731,COOL,Corner Growth Acquisition Corp.,113.47M,-,1,-
732,PGSS,Pegasus Digital Mobility Acquisition Corp.,113.40M,-0.44%,259,-
733,OVBC,Ohio Valley Banc Corp.,113.12M,0.64%,4323,55.28M
734,CDAQ,Compass Digital Acquisition Corp.,112.30M,0.09%,6,-
735,FXNC,First National Corporation,112.11M,0.85%,753,55.98M
736,PFTA,Perception Capital Corp. III,111.26M,-0.05%,4724,-
737,HGBL,Heritage Global Inc.,110.73M,-0.99%,84134,59.09M
738,SSSS,SuRo Capital Corp.,110.54M,-0.69%,136885,6.60M
739,CBFV,"CB Financial Services, Inc.",110.48M,0.56%,2988,69.07M
740,CMCA,Capitalworks Emerging Markets Acquisition Corp,110.38M,0.73%,4,-
741,CITE,Cartica Acquisition Corp,110.11M,-,35,-
742,CHAA,Catcha Investment Corp,109.97M,0.18%,710,-
743,TGAA,Target Global Acquisition I Corp.,109.91M,-0.36%,1,-
744,FNCB,"FNCB Bancorp, Inc.",109.47M,-3.99%,54285,52.66M
745,DPCS,DP Cap Acquisition Corp I,107.41M,-0.36%,1,-
746,WHG,"Westwood Holdings Group, Inc.",107.21M,0.60%,14355,89.78M
747,AFBI,"Affinity Bancshares, Inc.",107.16M,0.85%,1419,30.20M
748,MCAC,Monterey Capital Acquisition Corporation,107.11M,0.09%,1,-
749,MRBK,Meridian Corporation,106.57M,-1.75%,46296,99.43M
750,LARK,"Landmark Bancorp, Inc.",105.72M,-3.11%,11058,57.78M
751,CSLM,CSLM Acquisition Corp,104.58M,0.03%,38400,-
752,GPAC,Global Partner Acquisition Corp II,104.29M,-0.27%,8,-
753,EBMT,"Eagle Bancorp Montana, Inc.",103.82M,-1.70%,7259,83.74M
754,THCP,Thunder Bridge Capital Partners IV Inc.,103.81M,0.29%,620,-
755,MITA,Coliseum Acquisition Corp.,103.41M,-3.24%,500,-
756,RVSB,"Riverview Bancorp, Inc.",103.02M,-1.81%,23937,53.32M
757,TWOA,two,102.77M,0.28%,1,-
758,BLUA,BlueRiver Acquisition Corp.,102.18M,-,469,-
759,FNVT,Finnovate Acquisition Corp.,102.03M,-0.09%,9259,-
760,FNWD,Finward Bancorp,102.01M,0.51%,4603,68.25M
761,ARBK,Argo Blockchain plc,101.58M,-11.36%,854240,-
762,SFBC,"Sound Financial Bancorp, Inc.",101.21M,-,23,41.05M
763,FTII,FutureTech II Acquisition Corp.,100.91M,0.27%,8,-
764,GECC,Great Elm Capital Corp.,100.67M,-1.22%,22070,35.83M
765,ATMV,AlphaVest Acquisition Corp,99.79M,-,15000,-
766,SRL,Scully Royalty Ltd.,99.75M,-2.39%,2258,40.69M
767,GAMC,Golden Arrow Merger Corp.,99.57M,-0.09%,1,-
768,CNGL,Canna-Global Acquisition Corp,99.36M,0.50%,1,-
769,PWUP,PowerUp Acquisition Corp.,99.35M,-0.90%,122,-
770,PROP,Prairie Operating Co.,99.06M,3.61%,48500,-
771,TENK,TenX Keane Acquisition Ordinary Share,98.71M,-,28,-
772,BSBK,Bogota Financial Corp.,97.73M,-0.82%,855,19.16M
773,PMGM,Priveterra Acquisition Corp.,97.31M,-0.18%,451,-
774,TOP,TOP Financial Group Limited,96.98M,-3.44%,185643,11.69M
775,PROV,"Provident Financial Holdings, Inc.",96.63M,-1.29%,3639,40.35M
776,QDRO,Quadro Acquisition One Corp.,96.52M,-0.90%,200,-
777,BLAC,Bellevue Life Sciences Acquisition Corp.,96.35M,-0.93%,16,-
778,IVCP,Swiftmerge Acquisition Corp.,96.04M,-0.55%,500967,-
779,OSI,Osiris Acquisition Corp.,95.62M,-0.74%,176,-
780,BOWN,Bowen Acquisition Corp,95.56M,-0.05%,535,-
781,TBMC,Trailblazer Merger Corporation I,95.34M,-,350,-
782,HSPO,Horizon Space Acquisition I Corp.,93.83M,-,6,-
783,FCAP,"First Capital, Inc.",93.45M,-0.99%,44,41.66M
784,PFX,PhenixFIN Corporation,93.34M,0.71%,2268,21.15M
785,RBKB,"Rhinebeck Bancorp, Inc.",92.46M,-2.04%,221,42.48M
786,SBFG,"SB Financial Group, Inc.",92.38M,0.29%,2220,56.68M
787,GODN,Golden Star Acquisition Corporation,92.36M,-,22921,-
788,DISA,Disruptive Acquisition Corporation I,91.68M,-1.66%,263,-
789,GLAC,Global Lights Acquisition Corp,91.37M,-,25,-
790,QETA,Quetta Acquisition Corporation,91.08M,-0.10%,7120,-
791,BLEU,bleuacacia ltd,91.03M,-0.09%,1360,-
792,HMNF,"HMN Financial, Inc.",90.50M,-0.59%,2600,39.84M
793,SRBK,"SR Bancorp, Inc.",90.33M,1.39%,5413,-
794,GLLI,Globalink Investment Inc.,89.25M,-0.14%,10,-
795,ARYD,ARYA Sciences Acquisition Corp IV,89.10M,-0.18%,268,-
796,KRNL,"Kernel Group Holdings, Inc.",88.92M,-0.09%,91,-
797,IROH,Iron Horse Acquisitions Corp.,88.81M,-,46101,-
798,AACI,Armada Acquisition Corp. I,88.72M,-,22,-
799,DYCQ,DT Cloud Acquisition Corporation,88.43M,0.10%,22520,-
800,ONYX,Onyx Acquisition Co. I,88.04M,0.18%,1,-
801,ACAB,Atlantic Coastal Acquisition Corp. II,87.64M,0.47%,105,-
802,USCT,Roth CH Acquisition Co,87.43M,-2.88%,200,-
803,GLST,"Global Star Acquisition, Inc.",86.98M,-0.47%,402,-
804,FLFV,Feutune Light Acquisition Corporation,86.97M,0.09%,6346,-
805,TMTC,TMT Acquisition Corp,86.94M,0.05%,939,-
806,XFIN,ExcelFin Acquisition Corp.,86.43M,-,1,-
807,BITE,Bite Acquisition Corp.,85.87M,-0.23%,1967,-
808,RWOD,Redwoods Acquisition Corp.,85.46M,-,15,-
809,MDBH,"MDB Capital Holdings, LLC Class A common",85.43M,-2.49%,7270,6.09M
810,IMAQ,International Media Acquisition Corp.,85.08M,-0.35%,896,-
811,DMYY,"dMY Squared Technology Group, Inc.",84.52M,-0.47%,5149,-
812,BHAC,Focus Impact BH3 Acquisition Co.,84.41M,0.10%,100,-
813,DUET,DUET Acquisition Corp.,84.14M,-0.54%,100,-
814,OPOF,Old Point Financial Corporation,83.16M,-1.76%,6276,60.88M
815,AITR,AI TRANSPORTATION ACQUISITION CORP,82.97M,-0.10%,70,-
816,EMCG,Embrace Change Acquisition Corp,82.77M,-,55836,-
817,OCAX,OCA Acquisition Corp.,82.65M,-,-,-
818,BRLS,Borealis Foods Inc.,81.90M,-4.47%,393,33.39M
819,AEAE,AltEnergy Acquisition Corp.,81.70M,0.14%,446,-
820,BACA,Berenson Acquisition Corp. I,81.57M,-0.19%,100,-
821,ASCB,A SPAC II Acquisition Corporation,81.50M,0.27%,992,-
822,BUJA,Bukit Jalil Global Acquisition 1 Ltd,81.42M,-,150162,-
823,PUCK,Goal Acquisitions Corp.,81.42M,-,107,-
824,BAYA,Bayview Acquisition Corp,80.76M,-0.30%,1,-
825,LATG,Chenghe Acquisition I Co.,80.69M,-0.09%,75005,-
826,BWAQ,Blue World Acquisition Corporation,80.52M,0.18%,4572,-
827,WEL,Integrated Wellness Acquisition Corp,80.43M,-,203,-
828,OAKU,Oak Woods Acquisition Corporation,80.20M,-0.09%,6,-
829,LIBY,Liberty Resources Acquisition Corp.,79.76M,-0.09%,102,-
830,CETU,Cetus Capital Acquisition Corp.,79.61M,0.19%,500,-
831,GTAC,Global Technology Acquisition Corp. I,79.34M,2.01%,1,-
832,RFAC,RF Acquisition Corp.,78.22M,-,2,-
833,TCOA,Zalatoris Acquisition Corp,78.03M,0.09%,16152,-
834,IRAA,Iris Acquisition Corp,77.52M,-0.09%,3,-
835,GBBK,Global Blockchain Acquisition Corp.,77.38M,-0.46%,1021,-
836,JVSA,JVSPAC Acquisition Corp.,77.17M,2.30%,164740,-
837,SWSS,Clean Energy Special Situations Corp,77.13M,-,101,-
838,SIEB,Siebert Financial Corp.,75.60M,1.57%,10368,65.55M
839,DHCA,DHC Acquisition Corp.,75.41M,-8.77%,32851,-
840,INAQ,Insight Acquisition Corp.,75.40M,-,200,-
841,FEXD,Fintech Ecosystem Development Corp.,75.26M,0.37%,90,-
842,ATMC,AlphaTime Acquisition Corp,75.13M,-0.18%,67582,-
843,GDST,Goldenstone Acquisition Limited,75.01M,1.09%,896,-
844,FRLA,Fortune Rise Acquisition Corporation,74.91M,0.36%,10,-
845,TRON,Corner Growth Acquisition Corp. 2,74.71M,-0.09%,3,-
846,CULL,"Cullman Bancorp, Inc.",74.60M,-,10,17.00M
847,TETE,Technology & Telecommunication Acquisition Corporation,74.57M,0.09%,1260,-
848,CBRG,Chain Bridge I,74.19M,1.57%,6,-
849,GMFI,Aetherium Acquisition Corp.,73.66M,2.40%,210,-
850,MGYR,"Magyar Bancorp, Inc.",73.19M,-0.99%,17026,30.24M
851,PBHC,"Pathfinder Bancorp, Inc.",73.07M,3.51%,253,42.12M
852,SSBI,Summit State Bank,72.93M,-2.33%,3375,52.46M
853,TBNK,Territorial Bancorp Inc.,72.91M,-0.73%,700,49.65M
854,FORL,Four Leaf Acquisition Corporation,72.68M,0.14%,1267,-
855,MSSA,Metal Sky Star Acquisition Corporation,71.25M,-0.18%,65286,-
856,FHLT,Future Health ESG Corp.,71.06M,-3.23%,2,-
857,SEPA,SEP Acquisition Corp.,70.59M,2.59%,117,-
858,UBCP,"United Bancorp, Inc.",68.97M,-,376,30.25M
859,IOR,"Income Opportunity Realty Investors, Inc.",68.78M,2.48%,3397,-
860,DIST,Distoken Acquisition Corporation,68.48M,-1.21%,1,-
861,NVAC,NorthView Acquisition Corporation,67.87M,-1.05%,53,-
862,MAQC,Maquia Capital Acquisition Corporation,67.72M,-1.07%,6,-
863,FOA,Finance Of America Companies Inc.,67.43M,-6.56%,104607,52.11M
864,AUBN,"Auburn National Bancorporation, Inc.",67.29M,-1.68%,1454,33.28M
865,CLOE,Clover Leaf Capital Corp.,67.27M,-2.17%,6,-
866,ROCL,Roth Ch Acquisition V Co.,67.02M,-1.01%,831,-
867,GRYP,Gryphon Digital Mining Inc.,66.23M,-8.77%,446249,2.17M
868,PTWO,"Pono Capital Two, Inc.",65.88M,1.25%,157,-
869,KYCH,Keyarch Acquisition Corporation,65.67M,-0.18%,2,-
870,ENCP,Energem Corp.,64.32M,0.49%,15865,-
871,AFAR,Aura FAT Projects Acquisition Corp,64.18M,-0.09%,33,-
872,NBST,Newbury Street Acquisition Corporation,63.67M,0.65%,133,-
873,LSBK,"Lake Shore Bancorp, Inc.",63.29M,-,52,28.43M
874,TCBC,"TC Bancshares, Inc.",61.48M,0.02%,656,15.55M
875,IGTA,Inception Growth Acquisition Limited,60.82M,0.09%,169,-
876,VBFC,Village Bank and Trust Financial Corp.,60.54M,0.45%,1325,25.69M
877,ACAC,Acri Capital Acquisition Corporation,60.50M,-,4704,-
878,BNIX,Bannix Acquisition Corp.,59.83M,-,965,-
879,HAIA,Healthcare AI Acquisition Corp.,58.76M,-0.18%,26,-
880,LRFC,Logan Ridge Finance Corporation,58.60M,-,8841,20.30M
881,APAC,StoneBridge Acquisition Corporation,58.29M,-15.80%,4155,-
882,BHM,"Bluerock Homes Trust, Inc.",58.20M,6.00%,29737,41.09M
883,AAME,Atlantic American Corporation,56.92M,-,2343,185.28M
884,MBTC,Nocturne Acquisition Corporation,56.59M,-0.37%,1402,-
885,IROQ,"IF Bancorp, Inc.",55.96M,-,176,22.35M
886,CCTS,Cactus Acquisition Corp. 1 Limited,55.82M,-0.81%,26,-
887,CLST,"Catalyst Bancorp, Inc.",55.80M,-0.17%,6784,8.96M
888,HHGC,HHG Capital Corporation,55.25M,-0.14%,2,-
889,PEPL,PepperLime Health Acquisition Corporation,55.20M,-,10213,-
890,FUSB,"First US Bancshares, Inc.",54.60M,-3.03%,3294,39.99M
891,RACY,Relativity Acquisition Corp.,54.04M,-,46424,-
892,PLTN,Plutonian Acquisition Corp.,53.76M,0.37%,5,-
893,BRAC,Broad Capital Acquisition Corp.,52.97M,-,5,-
894,CLRC,ClimateRock,52.38M,-,1,-
895,BAFN,BayFirst Financial Corp.,51.63M,1.83%,944,71.19M
896,BYFC,Broadway Financial Corporation,51.59M,0.90%,2422,32.11M
897,HNNA,"Hennessy Advisors, Inc.",51.58M,-1.79%,7370,24.02M
898,BOTJ,"Bank of the James Financial Group, Inc.",50.16M,-2.17%,1552,43.33M
899,BREZ,Breeze Holdings Acquisition Corp.,50.09M,-,2304,-
900,NICK,"Nicholas Financial, Inc.",50.08M,0.88%,230,27.06M
901,NSTS,"NSTS Bancorp, Inc.",49.96M,-0.11%,4991,7.10M
902,BRBS,"Blue Ridge Bankshares, Inc.",49.92M,-3.46%,90083,109.48M
903,AQU,Aquaron Acquisition Corp.,49.31M,-,102,-
904,SDIG,"Stronghold Digital Mining, Inc.",49.06M,-7.19%,562500,74.97M
905,ICMB,"Investcorp Credit Management BDC, Inc.",48.95M,-8.00%,81741,25.75M
906,VSAC,Vision Sensing Acquisition Corp.,48.82M,-0.80%,2,-
907,WTMA,Welsbach Technology Metals Acquisition Corp.,48.62M,-,10,-
908,CFSB,"CFSB Bancorp, Inc.",48.62M,2.09%,21,8.41M
909,ZEO,ESGEN Acquisition Corp,48.59M,-6.74%,23953,-
910,SHFS,"SHF Holdings, Inc.",47.97M,-5.68%,60427,16.66M
911,MARX,Mars Acquisition Corp.,47.87M,-0.37%,12,-
912,HUDA,Hudson Acquisition I Corp.,47.34M,-,10403,-
913,MGLD,"The Marygold Companies, Inc.",47.32M,-3.33%,1548,33.87M
914,ICCH,"ICC Holdings, Inc.",47.24M,0.20%,17,81.12M
915,AOGO,Arogo Capital Acquisition Corp.,46.76M,-0.83%,204,-
916,WINV,WinVest Acquisition Corp.,46.41M,-0.98%,17,-
917,ASRV,"AmeriServ Financial, Inc.",44.93M,4.80%,5640,53.41M
918,INTE,Integral Acquisition Corporation 1,43.95M,-0.09%,80,-
919,MCAF,Mountain Crest Acquisition Corp. IV,43.78M,4.97%,2792,-
920,TCBS,"Texas Community Bancshares, Inc.",43.51M,-0.15%,1495,10.93M
921,YOTA,Yotta Acquisition Corporation,43.39M,4.66%,17,-
922,KACL,Kairous Acquisition Corp. Limited,43.21M,0.09%,1632,-
923,MACA,Moringa Acquisition Corp,43.00M,0.09%,17,-
924,GROW,"U.S. Global Investors, Inc.",42.27M,0.19%,15426,12.89M
925,TURN,180 Degree Capital Corp.,42.20M,-0.47%,5610,-7.89M
926,CPBI,"Central Plains Bancshares, Inc.",42.18M,-0.29%,2586,-
927,PBM,Psyence Biomedical Ltd.,42.09M,52.88%,32720159,-
928,FSEA,First Seacoast Bancorp,41.99M,-0.84%,153,13.62M
929,ACBA,Ace Global Business Acquisition Limited,41.97M,-0.15%,9,-
930,BCOW,"1895 Bancorp of Wisconsin, Inc.",41.91M,-1.46%,8199,13.76M
931,DHAC,Digital Health Acquisition Corp.,41.81M,1.40%,303,-
932,AIB,AIB Acquisition Corporation,41.72M,-0.69%,112,-
933,ASCA,A SPAC I Acquisition Corp.,41.21M,11.67%,1091,-
934,KINS,"Kingstone Companies, Inc.",41.21M,0.52%,19867,144.68M
935,OTEC,OceanTech Acquisitions I Corp.,41.10M,0.43%,-,-
936,TGVC,TG Venture Acquisition Corp.,40.62M,-2.70%,8032,-
937,DECA,Denali Capital Acquisition Corp.,39.73M,-0.66%,30519,-
938,FGF,Fundamental Global Inc.,39.72M,-2.11%,15044,24.80M
939,HFBL,"Home Federal Bancorp, Inc. of Louisiana",39.71M,0.08%,503,22.41M
940,ADRT,Ault Disruptive Technologies Corporation,39.16M,2.27%,833,-
941,QOMO,Qomolangma Acquisition Corp.,38.94M,-,96,-
942,HYW,Hywin Holdings Ltd.,38.08M,1.44%,7383,288.92M
943,NOVV,Nova Vision Acquisition Corporation,38.06M,-,100,-
944,HUIZ,Huize Holding Limited,37.86M,-10.28%,29737,1.22B
945,WAVS,Western Acquisition Ventures Corp.,37.70M,-,17,-
946,RAND,Rand Capital Corporation,35.81M,1.20%,1955,7.34M
947,AVHI,Achari Ventures Holdings Corp. I,34.90M,-,2,-
948,MCAG,Mountain Crest Acquisition Corp. V,34.24M,0.09%,-,-
949,GREE,Greenidge Generation Holdings Inc.,33.98M,-4.82%,170858,42.37M
950,PBBK,"PB Bankshares, Inc.",33.90M,-,10,12.95M
951,OPHC,"OptimumBank Holdings, Inc.",33.59M,-1.64%,12877,23.12M
952,KFFB,Kentucky First Federal Bancorp,31.86M,-0.51%,768,7.54M
953,FUFU,BitFuFu Inc.,31.09M,-6.36%,30810,250.64M
954,ADOC,Edoc Acquisition Corp.,30.23M,0.60%,210,-
955,BTM,Bitcoin Depot Inc.,30.22M,-5.56%,239061,1.19B
956,SWIN,Solowin Holdings Ordinary Share,29.56M,-46.94%,2236100,4.45M
957,ABTS,Abits Group Inc.,29.30M,-1.82%,19937,131.28K
958,SAI,SAI.TECH Global Corporation,28.61M,0.83%,145185,8.29M
959,PPHP,PHP Ventures Acquisition Corp.,28.54M,-,1,-
960,AGBA,AGBA Acquisition Limited,27.34M,-1.37%,99438,-
961,SWAG,Stran & Company Inc,25.26M,-1.47%,21369,70.86M
962,TCJH,Top KingWin Ltd,24.63M,0.60%,19735,3.12M
963,MIGI,"Mawson Infrastructure Group, Inc.",23.47M,-10.64%,486915,46.41M
964,CWD,CaliberCos Inc.,22.77M,2.78%,9540,88.46M
965,GBNY,"Generations Bancorp NY, Inc.",22.38M,-4.29%,364,11.09M
966,BENF,Beneficient,21.06M,0.66%,3121072,-160.64M
967,EQS,"Equus Total Return, Inc.",20.28M,2.04%,255,60.00K
968,BTCS,BTCS Inc.,20.24M,-7.86%,287734,1.28M
969,RMCO,Royalty Management Holding Corporation,18.60M,-8.46%,23355,239.05K
970,NISN,"Nisun International Enterprise Development Group Co., Ltd",17.61M,0.69%,39946,243.07M
971,PT,Pintec Technology Holdings Limited,17.54M,-0.46%,39913,9.65M
972,GLBZ,Glen Burnie Bancorp,17.41M,-0.66%,2886,13.84M
973,SVMH,SRIVARU Holding Limited,17.30M,1.43%,641018,112.41K
974,MCVT,"Mill City Ventures III, Ltd.",16.09M,2.78%,694,2.51M
975,HNRA,HNR Acquisition Corp,16.07M,-3.26%,1593724,-
976,PNBK,"Patriot National Bancorp, Inc.",15.27M,5.12%,137,26.35M
977,COHN,Cohen & Company Inc.,15.12M,1.96%,3423,82.98M
978,GRDI,GRIID Infrastructure Inc.,14.17M,-0.75%,146066,27.21M
979,MEGL,Magic Empire Global Limited,14.13M,-5.25%,49503,1.20M
980,PWM,Prestige Wealth Inc.,13.91M,-11.54%,340754,348.53K
981,CNFR,"Conifer Holdings, Inc.",12.59M,0.97%,2871,106.12M
982,NMHI,Nature`s Miracle Holding Inc.,10.76M,-24.63%,90103,26.22M
983,PAPL,Pineapple Financial Inc.,10.20M,-2.08%,10712,2.18M
984,AAMC,Altisource Asset Management Corporation,9.70M,-1.99%,14059,5.63M
985,AIHS,Senmiao Technology Limited,9.66M,-0.99%,9331,7.30M
986,ATIF,ATIF Holdings Limited,9.53M,-2.02%,9001,2.28M
987,AINC,Ashford Inc.,7.93M,-15.51%,31449,737.46M
988,CARV,"Carver Bancorp, Inc.",7.93M,2.52%,73710,27.57M
989,LMFA,"LM Funding America, Inc.",7.55M,-7.85%,193495,10.05M
990,SNTG,Sentage Holdings Inc.,6.99M,-4.08%,48367,-16.04K
991,OXBR,Oxbridge Re Holdings Limited,6.37M,-3.64%,5273,-4.10M
992,LGHL,Lion Group Holding Ltd.,3.14M,16.79%,278512,15.18M
993,NCPL,Netcapital Inc.,1.88M,7.29%,541545,8.94M
994,RELI,"Reliance Global Group, Inc.",1.74M,-3.31%,33169,14.57M
995,TIRX,Tian Ruixiang Holdings Ltd,1.70M,-3.33%,18733,1.13M
996,DXF,Dunxin Financial Holdings Limited,1.50M,0.74%,93537,-2.77M
997,AIMAU,Aimfinity Investment Corp. I,36.68K,-,14013,-
