,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
355,CSIQ,Canadian Solar Inc.,1.25B,-0.92%,1958582,7.61B
356,PAR,PAR Technology Corporation,1.21B,-2.87%,275915,415.82M
357,ETWO,"E2open Parent Holdings, Inc.",1.21B,-0.98%,1378969,642.37M
358,ADEA,Adeia Inc.,1.18B,-1.36%,459915,388.79M
359,PUBM,"PubMatic, Inc.",1.18B,2.61%,1058585,267.01M
360,SGH,"SMART Global Holdings, Inc.",1.17B,-0.66%,914438,1.25B
361,FORTY,Formula Systems (1985) Ltd.,1.16B,3.27%,107,2.64B
362,IMOS,ChipMOS TECHNOLOGIES INC.,1.12B,-2.11%,25982,766.03M
363,ICHR,"Ichor Holdings, Ltd.",1.10B,-2.23%,1994179,811.12M
364,CRCT,"Cricut, Inc.",1.09B,0.99%,992163,765.15M
365,ATEN,"A10 Networks, Inc.",1.09B,-1.09%,891783,251.70M
366,IE,Ivanhoe Electric Inc.,1.09B,-2.99%,367188,3.90M
367,DGII,Digi International Inc.,1.08B,-2.21%,97546,441.63M
368,TUYA,Tuya Inc.,1.07B,-6.00%,155543,229.99M
369,SCSC,"ScanSource, Inc.",1.07B,-1.43%,180806,3.59B
370,TASK,"TaskUs, Inc.",1.07B,-2.27%,213709,924.37M
371,BHE,"Benchmark Electronics, Inc.",1.07B,-2.27%,377016,2.84B
372,RPAY,Repay Holdings Corporation,1.05B,-1.20%,531996,296.63M
373,INDI,"indie Semiconductor, Inc.",1.04B,-7.71%,1556975,223.17M
374,INFN,Infinera Corporation,1.04B,1.35%,2765953,1.65B
375,HIMX,"Himax Technologies, Inc.",985.36M,-3.27%,1028267,945.43M
376,PGY,Pagaya Technologies Ltd.,976.82M,-,12282965,812.05M
377,MODN,"Model N, Inc.",976.20M,-2.80%,384940,253.80M
378,GB,Global Blue Group Holding AG,959.96M,-0.41%,2338,448.71M
379,GDYN,"Grid Dynamics Holdings, Inc.",941.69M,-1.91%,234705,312.91M
380,NYAX,Nayax Ltd.,929.98M,0.12%,22555,235.49M
381,RSKD,Riskified Ltd.,925.45M,-2.50%,614094,297.61M
382,VMEO,"Vimeo, Inc.",899.04M,-1.11%,2316340,417.21M
383,OLO,Olo Inc.,882.33M,0.55%,1086641,228.29M
384,RDWR,Radware Ltd.,867.09M,-1.16%,469702,261.29M
385,SSYS,Stratasys Ltd.,841.19M,-2.65%,404545,627.60M
386,NVTS,Navitas Semiconductor Corporation,840.70M,-8.58%,5066799,79.46M
387,ENFN,"Enfusion, Inc.",837.60M,-0.64%,1064974,174.54M
388,WEAV,"Weave Communications, Inc.",825.97M,-1.78%,398049,170.47M
389,TWKS,"Thoughtworks Holding, Inc.",816.51M,-2.37%,652902,1.13B
390,PSFE,Paysafe Limited,809.50M,0.08%,530297,1.60B
391,WALD,Waldencast plc,789.83M,-6.64%,85526,166.13M
392,KC,Kingsoft Cloud Holdings Limited,782.54M,-5.11%,1400808,1.03B
393,KARO,Karooooo Ltd.,778.73M,-3.49%,5504,215.12M
394,ML,MoneyLion Inc.,767.82M,-13.58%,241978,423.43M
395,YALA,Yalla Group Limited,764.09M,-7.87%,631938,318.88M
396,IIIV,"i3 Verticals, Inc.",763.23M,-3.80%,181503,376.20M
397,WKME,WalkMe Ltd.,754.51M,-1.72%,109472,266.95M
398,BELFA,Bel Fuse Inc.,744.42M,-1.18%,4078,639.81M
399,BELFB,Bel Fuse Inc.,744.01M,-0.44%,94310,639.81M
400,BTDR,Bitdeer Technologies Group,723.31M,-4.15%,1158981,-
401,YEXT,"Yext, Inc.",691.76M,-2.29%,853661,404.32M
402,IMXI,"International Money Express, Inc.",682.07M,1.53%,316209,658.74M
403,CNDT,Conduent Incorporated,669.82M,0.63%,1716372,3.72B
404,HCKT,"The Hackett Group, Inc.",664.54M,-1.55%,70863,296.59M
405,NNDM,Nano Dimension Ltd.,663.00M,-5.42%,2589201,53.96M
406,HKD,AMTD Digital Inc.,661.80M,-4.85%,547360,33.07M
407,DSP,Viant Technology Inc.,646.08M,-3.28%,297594,222.93M
408,DDD,3D Systems Corporation,640.04M,-6.05%,1216833,505.95M
409,AOSL,Alpha and Omega Semiconductor Limited,635.42M,-3.69%,108397,640.00M
410,CRNC,Cerence Inc.,631.37M,-3.50%,428519,349.15M
411,DMRC,Digimarc Corporation,624.96M,-9.73%,228745,34.85M
412,LASR,"nLIGHT, Inc.",621.38M,-5.78%,225067,209.92M
413,BLND,"Blend Labs, Inc.",583.27M,-9.96%,3575185,156.85M
414,MTTR,"Matterport, Inc.",578.29M,-4.12%,2598070,157.75M
415,SNPO,Snap One Holdings Corp.,575.94M,-3.14%,38139,1.06B
416,CEVA,"CEVA, Inc.",574.53M,-4.48%,145607,97.42M
417,NOVA,Sunnova Energy International Inc.,569.55M,-9.68%,19621324,720.65M
418,MLAB,"Mesa Laboratories, Inc.",568.69M,-5.29%,43629,212.87M
419,ICG,Intchains Group Limited,568.55M,-2.58%,34,11.43M
420,BIGC,"BigCommerce Holdings, Inc.",568.37M,-3.10%,884233,309.39M
421,MGIC,Magic Software Enterprises Ltd.,566.84M,2.43%,170676,535.05M
422,SMRT,"SmartRent, Inc.",558.60M,-1.82%,1607283,236.84M
423,ITRN,Ituran Location and Control Ltd.,553.24M,-2.27%,71331,319.98M
424,SCWX,SecureWorks Corp.,548.55M,5.82%,100165,392.06M
425,MITK,"Mitek Systems, Inc.",542.52M,0.17%,200539,172.32M
426,CORZ,"Core Scientific, Inc.",541.70M,-8.13%,3673553,502.40M
427,BBAI,"BigBear.ai Holdings, Inc.",539.81M,-0.81%,53073318,154.96M
428,CGNT,Cognyte Software Ltd.,539.77M,-4.60%,288740,302.97M
429,ALNT,Allient Inc.,536.13M,-1.36%,42525,578.63M
430,DJCO,Daily Journal Corporation,526.20M,-1.64%,20844,71.40M
431,EB,"Eventbrite, Inc.",520.55M,8.81%,3851720,326.13M
432,CINT,CI&T Inc,516.72M,13.73%,93762,458.62M
433,TTEC,"TTEC Holdings, Inc.",515.54M,-4.32%,392816,2.46B
434,VNET,"VNET Group, Inc.",514.78M,-0.77%,4370448,1.02B
435,AAOI,"Applied Optoelectronics, Inc.",496.10M,-7.58%,2238142,217.65M
436,BAND,Bandwidth Inc.,493.63M,-5.48%,332832,601.12M
437,XPER,Xperi Holding Corporation,477.69M,-2.70%,408963,521.33M
438,SKYT,"SkyWater Technology, Inc.",476.87M,-5.85%,595206,272.62M
439,TSAT,Telesat Corporation,474.46M,-0.95%,8940,551.81M
440,MEI,"Methode Electronics, Inc.",465.74M,-4.86%,737817,1.14B
441,NRDY,"Nerdy, Inc.",465.56M,5.97%,1544690,193.40M
442,VPG,"Vishay Precision Group, Inc.",465.18M,-1.67%,32866,355.05M
443,SPWR,SunPower Corporation,462.95M,1.14%,6355585,1.83B
444,ADTN,"ADTRAN Holdings, Inc.",462.70M,-1.98%,922569,1.28B
445,AVNW,"Aviat Networks, Inc.",453.21M,-2.63%,67682,357.26M
446,MVIS,"MicroVision, Inc.",451.07M,-10.17%,6917974,7.26M
447,CTLP,"Cantaloupe, Inc.",447.70M,-2.38%,242294,252.57M
448,RDZN,"Roadzen, Inc.",444.87M,0.15%,19050,-
449,NTGR,"NETGEAR, Inc.",438.40M,-1.45%,206657,740.84M
450,CLFD,"Clearfield, Inc.",433.11M,-1.87%,259230,217.01M
451,BLZE,"Backblaze, Inc.",427.52M,-3.48%,295517,96.21M
452,LAW,"CS Disco, Inc.",420.71M,-0.58%,167508,138.09M
453,AEHR,Aehr Test Systems,418.31M,-4.23%,1052985,81.53M
454,AUDC,AudioCodes Ltd.,416.94M,-3.96%,50042,244.38M
455,LYTS,LSI Industries Inc.,414.25M,-0.14%,74768,473.55M
456,DAVE,Dave Inc.,413.43M,4.26%,110208,259.09M
457,DAKT,"Daktronics, Inc.",412.26M,0.11%,435293,812.07M
458,NVEC,NVE Corporation,406.54M,-1.70%,15922,35.52M
459,NUKK,Nukkleus Inc.,383.74M,-0.97%,540519,26.73M
460,FARO,"FARO Technologies, Inc.",381.09M,0.55%,308490,358.83M
461,PRCH,"Porch Group, Inc.",375.78M,-6.22%,1428565,382.94M
462,AMSWA,"American Software, Inc.",372.40M,-0.98%,192916,110.31M
463,OSPN,OneSpan Inc.,371.85M,-1.83%,601051,235.11M
464,DOMO,"Domo, Inc.",357.39M,-4.71%,394632,318.43M
465,MTC,"MMTec, Inc.",350.50M,-9.66%,400805,3.22M
466,RXT,"Rackspace Technology, Inc.",348.66M,-8.12%,2759642,3.02B
467,EGHT,"8x8, Inc.",347.43M,-2.66%,920048,733.82M
468,QBTS,D-Wave Quantum Inc.,347.04M,-5.07%,4483880,8.25M
469,FRGE,"Forge Global Holdings, Inc.",340.03M,-6.70%,350260,67.58M
470,UIS,Unisys Corporation,332.48M,-2.99%,622251,2.02B
471,PERF,Perfect Corp.,329.23M,-0.76%,61308,53.51M
472,GPRO,"GoPro, Inc.",327.52M,-3.60%,2591923,1.01B
473,COMM,"CommScope Holding Company, Inc.",321.22M,-5.81%,4065885,5.79B
474,CAN,Canaan Inc.,321.03M,-7.30%,13273621,211.48M
475,TGAN,"Transphorm, Inc.",311.00M,-1.01%,212598,18.76M
476,GILT,Gilat Satellite Networks Ltd.,310.27M,1.28%,168432,266.09M
477,CLMB,"Climb Global Solutions, Inc.",304.75M,-1.38%,8323,352.01M
478,WBX,Wallbox N.V.,300.00M,-,407888,158.67M
479,MTLS,Materialise NV,299.47M,-2.14%,70098,308.81M
480,RGTI,"Rigetti Computing, Inc.",299.16M,-2.94%,9893223,12.01M
481,OPFI,OppFi Inc.,290.40M,-4.55%,242414,255.89M
482,RMNI,"Rimini Street, Inc.",284.93M,-0.94%,246468,431.50M
483,APPS,"Digital Turbine, Inc.",284.13M,-6.04%,4384917,572.38M
484,STEM,"Stem, Inc.",280.05M,-5.82%,6365553,461.52M
485,IBEX,IBEX Limited,273.60M,0.19%,60945,513.10M
486,ONTF,"ON24, Inc.",269.55M,-1.21%,130142,170.94M
487,CRNT,Ceragon Networks Ltd.,263.30M,-1.60%,696062,347.18M
488,TRAK,"Park City Group, Inc.",262.40M,-0.21%,35843,19.81M
489,MIXT,MiX Telematics Limited,260.28M,4.36%,442898,150.06M
490,CCSI,"Consensus Cloud Solutions, Inc.",260.11M,-4.21%,644495,362.56M
491,IMMR,Immersion Corporation,258.99M,1.96%,1638216,33.92M
492,KOPN,Kopin Corporation,256.36M,-5.60%,1538909,40.39M
493,RDVT,"Red Violet, Inc.",254.98M,-1.26%,12291,60.20M
494,AIP,"Arteris, Inc.",250.57M,-2.87%,136902,53.67M
495,HEAR,Turtle Beach Corporation,242.79M,26.47%,3590027,258.12M
496,QUIK,QuickLogic Corporation,242.69M,1.45%,499118,17.80M
497,PRTH,"Priority Technology Holdings, Inc.",239.13M,-0.48%,28294,755.61M
498,OPTX,"Syntec Optics Holdings, Inc.",238.47M,4.84%,18515,42.42M
499,API,"Agora, Inc.",233.73M,-1.95%,155018,141.54M
500,TLS,Telos Corporation,230.45M,-4.83%,465191,151.66M
501,AISP,"Airship AI Holdings, Inc.",226.52M,-1.39%,3175379,22.64M
502,LSAK,"Lesaka Technologies, Inc.",224.59M,-1.67%,2096,547.10M
503,ASUR,"Asure Software, Inc.",220.84M,-5.61%,227112,119.08M
504,NOTE,"FiscalNote Holdings, Inc.",218.35M,1.19%,2323630,129.83M
505,VLN,Valens Semiconductor Ltd.,214.63M,-2.45%,490036,84.16M
506,MX,Magnachip Semiconductor Corporation,210.05M,1.64%,1210209,230.05M
507,DM,"Desktop Metal, Inc.",209.68M,-4.08%,2148855,197.91M
508,ITI,"Iteris, Inc.",207.37M,-3.09%,102519,171.68M
509,AXTI,"AXT, Inc.",206.44M,-3.38%,1244990,82.16M
510,CSPI,CSP Inc.,203.99M,-3.29%,105018,61.68M
511,EGAN,eGain Corporation,198.45M,-0.16%,98839,95.64M
512,ATGL,Alpha Technology Group Limited,198.11M,-5.21%,12727,1.11M
513,TCX,Tucows Inc.,197.30M,-0.28%,63382,331.29M
514,SSTI,SoundThinking Inc,197.17M,-4.63%,32174,87.67M
515,BKSY,BlackSky Technology Inc.,197.12M,-4.35%,820554,78.40M
516,III,"Information Services Group, Inc.",191.89M,-1.51%,143598,291.05M
517,OUST,"Ouster, Inc.",190.03M,-7.07%,1065388,69.77M
518,KLTR,"Kaltura, Inc.",189.10M,-1.85%,72784,175.17M
519,INOD,Innodata Inc.,186.32M,-4.17%,424393,86.78M
520,VOXX,VOXX International Corporation,183.95M,-0.98%,39927,497.35M
521,EXFY,"Expensify, Inc.",182.34M,-5.14%,408050,150.69M
522,REKR,"Rekor Systems, Inc.",178.09M,-0.95%,704667,28.42M
523,INVE,"Identiv, Inc.",174.97M,0.66%,98513,116.40M
524,MRAM,"Everspin Technologies, Inc.",172.78M,-2.16%,131749,63.77M
525,TROO,"TROOPS, Inc.",170.68M,-1.78%,47619,3.88M
526,ATOM,Atomera Incorporated,163.79M,-2.09%,301631,550.00K
527,PAYS,"PaySign, Inc.",160.37M,-4.93%,182828,44.20M
528,MAXN,"Maxeon Solar Technologies, Ltd.",158.87M,-5.10%,3323638,1.22B
529,SANG,Sangoma Technologies Corporation,158.30M,-,3147,189.28M
530,SATL,Satellogic Inc.,156.85M,4.02%,9395,6.81M
531,MKFG,Markforged Holding Corporation,153.28M,2.88%,245954,99.28M
532,PXLW,"Pixelworks, Inc.",153.11M,-3.27%,262743,59.68M
533,YIBO,Planet Image International Limited,149.79M,-3.14%,4521,142.13M
534,VCSA,"Vacasa, Inc.",147.30M,-4.26%,155751,1.12B
535,MAPS,"WM Technology, Inc.",145.28M,-2.11%,338019,195.87M
536,AIXI,Xiao-I Corporation,139.77M,-4.43%,118607,61.80M
537,LUNA,Luna Innovations Incorporated,139.48M,3.73%,938355,116.61M
538,ZFOX,"ZeroFox Holdings, Inc.",138.35M,-,333283,-
539,LTRX,"Lantronix, Inc.",138.29M,-5.42%,305776,137.96M
540,ARQQ,Arqit Quantum Inc.,136.18M,-6.63%,632695,640.00K
541,NA,Nano Labs Ltd,136.10M,-1.77%,3914,655.30M
542,GMM,Global Mofy Metaverse Limited,135.46M,6.38%,2919544,26.89M
543,INTT,inTEST Corporation,135.22M,2.37%,122611,129.55M
544,ARBE,Arbe Robotics Ltd.,134.08M,-1.14%,76520,1.47M
545,ALAR,Alarum Technologies Ltd.,132.99M,15.37%,439376,26.52M
546,WRAP,"Wrap Technologies, Inc.",132.86M,-6.82%,487073,9.13M
547,PWFL,"PowerFleet, Inc.",132.48M,5.90%,2321437,132.20M
548,CMTL,Comtech Telecommunications Corp.,129.55M,8.59%,997609,570.77M
549,PSQH,"PSQ Holdings, Inc.",128.73M,-3.72%,365495,5.69M
550,ALOT,"AstroNova, Inc.",125.84M,2.62%,12142,148.35M
551,CMBM,Cambium Networks Corporation,123.59M,-4.50%,88488,264.50M
552,BMR,Beamr Imaging Ltd.,122.96M,14.17%,15567640,2.91M
553,PXDT,"Pixie Dust Technologies, Inc.",121.00M,-3.31%,6070,5.69M
554,RELL,"Richardson Electronics, Ltd.",119.80M,-2.50%,202781,225.91M
555,UEIC,Universal Electronics Inc.,117.52M,5.43%,35291,445.62M
556,MPTI,"M-tron Industries, Inc.",117.31M,-8.27%,63839,39.07M
557,SOL,Emeren Group Ltd,107.98M,-5.61%,666005,86.34M
558,MYNA,Mynaric AG,107.66M,5.53%,5662,4.70M
559,LDTC,LeddarTech Holdings Inc.,107.60M,3.31%,6503,6.16M
560,GSIT,"GSI Technology, Inc.",106.49M,-10.21%,383801,22.00M
561,ZENV,Zenvia Inc.,104.53M,1.48%,21146,153.40M
562,SILC,Silicom Ltd.,101.38M,0.91%,20677,124.13M
563,SYT,"SYLA Technologies Co., Ltd.",99.92M,4.36%,20950,151.60M
564,BEEM,Beam Global,99.35M,-3.87%,66329,55.22M
565,FEIM,"Frequency Electronics, Inc.",99.33M,3.41%,40993,49.61M
566,CCRD,CoreCard Corporation,99.21M,-8.03%,59629,56.00M
567,VERI,"Veritone, Inc.",98.58M,25.81%,22455943,137.25M
568,SNCR,"Synchronoss Technologies, Inc.",97.28M,-0.21%,61816,234.70M
569,FEBO,Fenbo Holdings Limited,96.69M,-6.69%,8097,15.31M
570,IZM,ICZOOM Group Inc.,96.55M,-2.80%,370764,214.41M
571,RSSS,"Research Solutions, Inc.",95.25M,0.69%,32931,40.68M
572,OCFT,"OneConnect Financial Technology Co., Ltd.",95.16M,-9.02%,18575,548.19M
573,AEYE,"AudioEye, Inc.",94.36M,-3.48%,116152,31.32M
574,RYDE,Ryde Group Ltd,91.84M,10.46%,86012,6.58M
575,LPSN,"LivePerson, Inc.",91.64M,-5.74%,3535016,401.98M
576,VUZI,Vuzix Corporation,90.62M,-8.57%,765231,13.96M
577,XBP,XBP Europe Holdings Inc,89.90M,12.46%,27056,220.74M
578,KVHI,"KVH Industries, Inc.",89.23M,-1.09%,58245,137.41M
579,SURG,"SurgePays, Inc.",87.83M,-8.86%,1375452,137.14M
580,VLD,"Velo3D, Inc.",87.11M,6.97%,9128685,105.54M
581,QUBT,"Quantum Computing, Inc.",87.11M,-1.72%,1449337,284.43K
582,ALLT,Allot Ltd.,86.08M,0.44%,37427,93.15M
583,AUID,authID Inc.,83.07M,3.53%,29137,384.32K
584,BCOV,Brightcove Inc.,82.60M,-3.08%,196161,201.19M
585,PET,Wag! Group Co.,82.42M,-0.95%,33138,79.28M
586,GNSS,Genasys Inc.,81.45M,-3.24%,78868,40.54M
587,BKKT,"Bakkt Holdings, Inc.",80.10M,-10.52%,6745707,580.99M
588,SSNT,"SilverSun Technologies, Inc.",76.65M,-7.21%,124186,52.21M
589,OSS,"One Stop Systems, Inc.",76.23M,-0.54%,57904,65.99M
590,SOTK,Sono-Tek Corporation,76.21M,-0.83%,10224,18.59M
591,ZEPP,Zepp Health Corporation,73.55M,-4.56%,63431,408.16M
592,MKTW,"MarketWise, Inc.",73.27M,-5.03%,125132,-
593,RTC,Baijiayun Group Ltd,72.78M,-7.90%,135597,11.36M
594,LINK,"Interlink Electronics, Inc.",72.31M,1.54%,2538,12.01M
595,TYGO,"Tigo Energy, Inc.",71.66M,-5.74%,184902,-
596,SPRU,Spruce Power Holding Corporation,69.99M,-0.78%,51099,71.22M
597,ELTK,Eltek Ltd.,69.61M,0.19%,110217,46.70M
598,PHUN,"Phunware, Inc.",69.03M,-4.67%,792262,15.80M
599,UPLD,"Upland Software, Inc.",68.67M,1.69%,183955,297.85M
600,ONDS,Ondas Holdings Inc.,68.18M,-8.65%,554295,11.21M
601,ASYS,"Amtech Systems, Inc.",66.98M,0.21%,78995,116.68M
602,WFCF,"Where Food Comes From, Inc.",66.03M,1.33%,1062,25.14M
603,SELX,Semilux International Ltd.,64.83M,-14.44%,652854,3.89M
604,DPSI,"Decisionpoint Systems, Inc.",62.16M,-1.48%,5871,109.57M
605,STIX,"Semantix, Inc.",61.98M,-7.14%,6889,44.82M
606,POET,POET Technologies Inc.,61.71M,-0.77%,4806,557.79K
607,RCAT,"Red Cat Holdings, Inc.",60.67M,-3.42%,122335,10.99M
608,GRRR,Gorilla Technology Group Inc.,60.12M,-6.54%,390914,-
609,NVNI,Nvni Group Limited,60.11M,6.06%,449,23.54M
610,CSLR,"Complete Solaria, Inc.",59.56M,-6.65%,60043,171.96M
611,EBON,Ebang International Holdings Inc.,59.04M,-10.41%,38211,11.35M
612,AIRG,"Airgain, Inc.",58.04M,-0.37%,47140,56.04M
613,TACT,TransAct Technologies Incorporated,57.55M,-7.99%,42878,72.63M
614,AKTS,"Akoustis Technologies, Inc.",57.33M,-5.68%,628399,29.71M
615,KNW,"Know Labs, Inc.",55.63M,-3.80%,72853,-
616,FTCI,"FTC Solar, Inc.",55.62M,-6.28%,2199892,130.02M
617,LPTH,"LightPath Technologies, Inc.",55.51M,-0.68%,12869,32.49M
618,KPLT,"Katapult Holdings, Inc.",54.80M,-26.74%,84319,214.34M
619,DZSI,DZS Inc.,53.52M,-2.74%,87542,389.46M
620,QMCO,Quantum Corporation,53.51M,11.90%,461162,407.47M
621,KTCC,Key Tronic Corporation,52.04M,-,13659,620.34M
622,SWVL,Swvl Holdings Corp.,51.82M,-7.60%,132658,21.87M
623,ISDR,Issuer Direct Corporation,47.80M,-6.15%,257178,33.38M
624,MOGO,Mogo Inc.,47.62M,2.58%,91658,48.30M
625,SATX,Satixfy Communications Ltd.,47.57M,5.37%,140776,-
626,AGMH,AGM Group Holdings Inc.,46.08M,-2.54%,85120,165.45M
627,DTST,Data Storage Corporation,45.75M,0.90%,296889,24.74M
628,PALT,"Paltalk, Inc.",45.65M,-3.65%,121878,11.08M
629,EGIO,"Edgio, Inc.",45.32M,-7.36%,117038,379.92M
630,CLRO,"ClearOne, Inc.",44.81M,-6.50%,1977637,18.57M
631,MOBX,Mobix Labs Inc,44.40M,0.58%,180117,-
632,MNDO,MIND C.T.I. Ltd,44.35M,-0.05%,66232,21.61M
633,USIO,"Usio, Inc.",43.41M,-3.64%,8980,81.93M
634,MRT,"Marti Technologies, Inc.",42.26M,-1.30%,42774,34.47M
635,REFR,Research Frontiers Incorporated,41.89M,-2.40%,6599,909.60K
636,ULY,Urgent.ly Inc.,41.63M,-,59776,-
637,JFU,9F Inc.,41.31M,-,2757,102.96M
638,DGHI,Digihost Technology Inc.,40.48M,-9.22%,58138,21.01M
639,ARBB,ARB IOT Group Limited,40.45M,-2.67%,34602,51.56M
640,CXAI,CXApp Inc.,40.10M,-18.06%,5367196,-
641,HOLO,MicroCloud Hologram Inc.,39.81M,-1.04%,16104056,-
642,BKTI,BK Technologies Corporation,39.74M,6.52%,97557,74.09M
643,INLX,"Intellinetics, Inc.",39.72M,-0.99%,12908,16.73M
644,CPTN,"Cepton, Inc.",39.62M,2.36%,15645,9.68M
645,STRC,Sarcos Technology and Robotics Corporation,38.56M,-14.77%,293914,6.15M
646,CREX,"Creative Realities, Inc.",37.46M,0.56%,23088,41.20M
647,IDN,"Intellicheck, Inc.",35.22M,-4.40%,18115,18.28M
648,DSWL,"Deswell Industries, Inc.",35.18M,-2.73%,2033,70.63M
649,CASA,"Casa Systems, Inc.",35.10M,0.84%,243296,249.79M
650,FCUV,Focus Universal Inc.,34.87M,1.95%,63059,841.01K
651,AWRE,"Aware, Inc.",34.01M,-1.23%,129310,17.93M
652,INSG,Inseego Corp.,33.62M,-7.62%,180461,195.69M
653,FKWL,Franklin Wireless Corp.,33.61M,0.07%,53622,47.36M
654,LGL,"The LGL Group, Inc.",33.51M,0.80%,2447,-20.83M
655,NTWK,"NetSol Technologies, Inc.",33.26M,3.08%,26740,56.78M
656,MLGO,MicroAlgo Inc.,32.78M,-2.87%,1674287,-
657,LAES,SEALSQ Corp,32.21M,-10.88%,1996623,27.29M
658,SQNS,Sequans Communications S.A.,31.45M,-13.09%,472799,33.62M
659,BTCM,BIT Mining Limited,31.11M,-3.73%,102649,43.10M
660,NSYS,Nortech Systems Incorporated,31.06M,-6.25%,382,138.90M
661,APCX,AppTech Payments Corp.,31.04M,6.67%,48635,471.00K
662,DAIO,Data I/O Corporation,30.94M,1.75%,8645,28.46M
663,FATH,Fathom Digital Manufacturing Corporation,30.29M,-4.53%,2465,139.34M
664,EMKR,EMCORE Corporation,29.38M,-2.56%,372281,96.89M
665,RBT,"Rubicon Technologies, Inc.",29.15M,-1.57%,142353,692.91M
666,DUOT,"Duos Technologies Group, Inc.",29.13M,-3.72%,11231,11.88M
667,SONM,"Sonim Technologies, Inc.",28.92M,-1.71%,51165,104.32M
668,UMAC,"Unusual Machines, Inc.",28.01M,9.77%,126436,-
669,CLPS,CLPS Incorporation,26.90M,0.59%,1354,145.37M
670,MSAI,MultiSensor AI Holdings Inc.,26.80M,-5.80%,86022,11.08M
671,NXPL,NextPlat Corp,26.03M,-0.72%,13516,23.75M
672,HKIT,Hitek Global Inc.,25.91M,-8.15%,275421,6.43M
673,CPSH,CPS Technologies Corporation,25.55M,-2.22%,99496,27.55M
674,SMSI,"Smith Micro Software, Inc.",25.29M,5.72%,395720,40.86M
675,GETR,"Getaround, Inc.",25.02M,-1.41%,567085,68.37M
676,UTSI,UTStarcom Holdings Corp.,24.81M,-5.09%,527,13.07M
677,TRT,Trio-Tech International,24.31M,7.16%,7475,41.09M
678,WKEY,WISeKey International Holding AG,24.20M,-2.73%,18514,28.08M
679,OCC,Optical Cable Corporation,23.60M,1.90%,4626,68.74M
680,WYY,WidePoint Corporation,23.35M,-1.86%,3749,101.11M
681,KOSS,Koss Corporation,22.86M,-1.59%,7853,13.21M
682,HTCR,"HeartCore Enterprises, Inc.",22.51M,-6.48%,54198,20.52M
683,RVYL,Ryvyl Inc.,22.48M,3.30%,4071,54.04M
684,BMTX,"BM Technologies, Inc.",21.48M,-0.57%,7630,56.90M
685,VRAR,"The Glimpse Group, Inc.",21.34M,0.79%,17296,11.76M
686,FTFT,Future FinTech Group Inc.,21.18M,2.78%,507590,31.99M
687,MINM,"Minim, Inc.",20.63M,17.18%,1846255,35.27M
688,MRDB,MariaDB plc,20.62M,-4.87%,48419,53.92M
689,ANY,Sphere 3D Corp.,20.37M,-14.29%,808880,21.91M
690,PRST,"Presto Automation, Inc.",20.23M,34.06%,141571384,21.20M
691,SGMA,"SigmaTron International, Inc.",20.11M,-2.12%,25339,399.71M
692,NEON,Neonode Inc.,19.89M,-2.71%,26278,4.45M
693,VHC,VirnetX Holding Corp,19.87M,-1.64%,16504,12.00K
694,SYNX,Silynxcom Ltd.,19.53M,-,8794,7.26M
695,SPI,"SPI Energy Co., Ltd.",19.15M,-2.81%,18320,209.89M
696,TAIT,Taitron Components Incorporated,19.09M,1.58%,7689,6.92M
697,DTSS,Datasea Inc.,18.94M,-,139632,23.68M
698,VIAO,VIA optronics AG,18.70M,-4.78%,368,210.00M
699,KULR,"KULR Technology Group, Inc.",18.65M,21.43%,43895668,9.31M
700,JG,Aurora Mobile Limited,18.02M,1.56%,8007,40.94M
701,AMPG,"AmpliTech Group, Inc.",17.15M,0.57%,1964,15.85M
702,SOS,SOS Limited,16.80M,-5.41%,1124327,217.08M
703,CTM,"Castellum, Inc.",16.72M,-9.61%,139408,44.18M
704,TSRI,"TSR, Inc.",16.57M,-0.45%,373,93.37M
705,SPPL,SIMPPLE LTD.,16.05M,-18.26%,1698667,4.87M
706,BOSC,B.O.S. Better Online Solutions Ltd.,15.81M,-2.91%,7895,44.62M
707,CISO,CISO Global Inc,15.01M,-9.70%,164642,58.06M
708,SVRE,SaverOne 2014 Ltd,14.54M,-4.73%,82251,2.29M
709,ELSE,"Electro-Sensors, Inc.",14.29M,0.48%,767,8.35M
710,CYN,Cyngn Inc.,13.81M,-5.90%,2859302,1.49M
711,WRNT,Warrantee Inc.,13.44M,-6.29%,20061,1.64M
712,XELA,"Exela Technologies, Inc.",13.18M,13.11%,220520,1.07B
713,MMAT,Meta Materials Inc.,13.14M,-7.84%,200754,7.09M
714,AHI,Advanced Human Imaging Limited,13.11M,-3.23%,12201,2.79M
715,TURB,"Turbo Energy, S.A.",13.00M,1.72%,1043,33.88M
716,MTBL,"Moatable, Inc.",12.39M,-0.01%,15742,50.81M
717,MVLA,Movella Holdings Inc.,12.27M,-5.49%,268430,57.99M
718,CAUD,Collective Audience Inc.,12.20M,1.92%,51567,28.63M
719,BNZI,"Banzai International, Inc.",12.11M,1.30%,903542,7.70M
720,OLB,"The OLB Group, Inc.",12.10M,-2.38%,7735,31.62M
721,WATT,Energous Corporation,11.00M,-3.23%,45440,561.71K
722,MSN,Emerson Radio Corp.,10.94M,0.04%,31993,8.74M
723,MTEK,Maris-Tech Ltd.,10.79M,-2.17%,26430,2.01M
724,SGE,"Strong Global Entertainment, Inc.",10.56M,-1.11%,21,50.13M
