,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
359,REAL,"The RealReal, Inc.",327.69M,-3.69%,3326517,549.30M
360,GAMB,Gambling.com Group Limited,327.01M,-1.26%,79466,97.47M
361,GHG,GreenTree Hospitality Group Ltd.,326.97M,-3.13%,3920,-
362,FNKO,"Funko, Inc.",324.25M,-4.08%,542959,1.10B
363,GGR,Gogoro Inc.,322.60M,-2.27%,437507,349.85M
364,YSG,Yatsen Holding Limited,317.14M,-4.84%,1160690,481.63M
365,CDRO,"Codere Online Luxembourg, S.A.",316.63M,0.14%,116261,152.88M
366,MYTE,MYT Netherlands Parent B.V.,315.79M,0.53%,40340,874.94M
367,HYLN,Hyliion Holdings Corp.,310.54M,-5.20%,1107421,672.00K
368,COOK,"Traeger, Inc.",305.78M,-,460374,605.88M
369,ZUMZ,Zumiez Inc.,305.44M,-4.35%,551442,873.77M
370,GCO,Genesco Inc.,301.70M,-6.51%,138721,2.31B
371,TTSH,"Tile Shop Holdings, Inc.",300.45M,-3.56%,84134,377.15M
372,HBB,Hamilton Beach Brands Holding Company,292.04M,-2.24%,81952,625.63M
373,NATH,"Nathan's Famous, Inc.",285.02M,-2.25%,4584,137.03M
374,LE,"Lands' End, Inc.",284.58M,-4.86%,34510,1.49B
375,GENK,"GEN Restaurant Group, Inc.",281.50M,12.11%,245993,181.01M
376,LANV,Lanvin Group Holdings Limited,278.62M,-8.24%,29330,478.19M
377,WEYS,"Weyco Group, Inc.",277.62M,1.18%,14197,318.05M
378,JILL,"J.Jill, Inc.",277.37M,2.01%,182331,602.87M
379,IRBT,iRobot Corporation,273.77M,-4.60%,2263548,890.58M
380,SFIX,"Stitch Fix, Inc.",267.98M,-3.88%,1748687,1.47B
381,SGC,"Superior Group of Companies, Inc.",266.69M,13.54%,301947,543.30M
382,NAAS,NaaS Technology Inc.,266.57M,0.92%,2787278,-
383,CTRN,"Citi Trends, Inc.",265.56M,-0.35%,65050,742.22M
384,LOCO,"El Pollo Loco Holdings, Inc.",264.65M,-2.10%,219536,468.66M
385,AEVA,"Aeva Technologies, Inc.",263.09M,-5.38%,1291472,2.89M
386,CLAR,Clarus Corporation,255.04M,0.53%,495486,286.02M
387,JAKK,"JAKKS Pacific, Inc.",253.14M,-5.21%,127963,716.05M
388,CPS,Cooper-Standard Holdings Inc.,251.08M,-2.81%,123745,2.82B
389,HOFT,Hooker Furnishings Corporation,248.65M,-1.19%,39436,467.75M
390,BRLT,"Brilliant Earth Group, Inc.",245.63M,-1.17%,93193,441.67M
391,JZXN,"Jiuzi Holdings, Inc.",241.29M,-5.09%,110522,3.03M
392,DIBS,"1stdibs.Com, Inc.",240.46M,-0.17%,151706,84.68M
393,KFS,Kingsway Financial Services Inc.,239.87M,-1.76%,34865,125.94M
394,INSE,"Inspired Entertainment, Inc.",236.76M,-0.77%,99376,318.40M
395,BARK,"BARK, Inc.",232.10M,-4.62%,465096,494.72M
396,DXLG,"Destination XL Group, Inc.",225.08M,-0.53%,292831,528.55M
397,TLYS,"Tilly's, Inc.",219.41M,-1.64%,108067,630.41M
398,THCH,TH International Limited,217.39M,-4.35%,24462,204.41M
399,LCUT,"Lifetime Brands, Inc.",216.99M,-1.21%,82400,686.68M
400,MOND,"Mondee Holdings, Inc.",215.54M,-8.76%,379137,200.95M
401,KNDI,"Kandi Technologies Group, Inc.",215.31M,-2.44%,86100,123.60M
402,INVZ,Innoviz Technologies Ltd.,213.95M,-5.11%,1880833,20.88M
403,ALLG,Allego N.V.,212.70M,-13.55%,185847,167.77M
404,CANG,Cango Inc.,210.21M,-1.92%,25088,240.04M
405,CBD,Companhia Brasileira de Distribuição,205.26M,-0.23%,312312,3.27B
406,TDUP,ThredUp Inc.,204.60M,-0.53%,535217,322.02M
407,CVGI,"Commercial Vehicle Group, Inc.",204.27M,-1.78%,263854,1.01B
408,VRA,"Vera Bradley, Inc.",197.60M,4.06%,481413,484.61M
409,RCKY,"Rocky Brands, Inc.",194.36M,-3.17%,17435,474.81M
410,FSR,Fisker Inc.,189.88M,-51.94%,311294684,73.13M
411,ESCA,"Escalade, Incorporated",185.45M,0.07%,26201,270.20M
412,PLCE,"The Children's Place, Inc.",184.66M,-11.39%,634993,1.60B
413,EM,Smart Share Global Limited,180.16M,-0.94%,64722,421.96M
414,FLXS,"Flexsteel Industries, Inc.",178.30M,-0.72%,15650,399.58M
415,PRPL,"Purple Innovation, Inc.",177.63M,-9.64%,1462566,510.54M
416,RMBL,"RumbleON, Inc.",176.38M,-29.58%,1528692,1.38B
417,HYZN,Hyzon Motors Inc.,174.69M,1.22%,520650,787.00K
418,BZUN,Baozun Inc.,166.12M,-2.11%,721382,1.18B
419,VIRC,Virco Mfg. Corporation,161.67M,-1.72%,86558,265.30M
420,MPAA,"Motorcar Parts of America, Inc.",161.62M,-3.04%,35238,722.93M
421,FLL,"Full House Resorts, Inc.",160.83M,-1.90%,95779,217.11M
422,DLTH,Duluth Holdings Inc.,158.59M,-0.44%,44612,642.83M
423,NIU,Niu Technologies,152.75M,-4.57%,359079,383.13M
424,WISH,ContextLogic Inc.,150.05M,-1.45%,625085,287.00M
425,WW,"WW International, Inc.",148.11M,-20.43%,24902423,889.55M
426,PNST,Pinstripes Holdings Inc.,144.72M,-2.96%,82848,82.53M
427,DTC,"Solo Brands, Inc.",139.41M,-12.03%,2384881,494.78M
428,BSET,"Bassett Furniture Industries, Incorporated",131.46M,-0.54%,7863,390.14M
429,CATO,The Cato Corporation,130.51M,-3.06%,125165,712.23M
430,FATBB,FAT Brands Inc.,122.78M,6.92%,65,480.46M
431,FAT,FAT Brands Inc.,121.86M,-1.50%,5223,480.46M
432,GRWG,GrowGeneration Corp.,116.80M,-6.62%,2262176,225.88M
433,LAKE,"Lakeland Industries, Inc.",116.66M,-2.08%,12808,122.45M
434,BIRD,"Allbirds, Inc.",116.42M,1.83%,2362340,254.07M
435,ELA,Envela Corporation,115.34M,-0.69%,18913,182.39M
436,SPWH,"Sportsman's Warehouse Holdings, Inc.",114.11M,-0.33%,419750,1.30B
437,STKS,"The ONE Group Hospitality, Inc.",108.99M,-4.07%,274316,331.15M
438,AOUT,"American Outdoor Brands, Inc.",108.81M,0.93%,24659,197.00M
439,UFI,"Unifi, Inc.",105.32M,-0.52%,192189,583.56M
440,CPHC,Canterbury Park Holding Corporation,104.76M,2.00%,606,61.44M
441,FTEL,Fitell Corporation,104.19M,1.62%,501797,3.87M
442,WPRT,Westport Fuel Systems Inc.,103.74M,-3.38%,34530,322.66M
443,CAAS,"China Automotive Systems, Inc.",102.33M,-3.24%,27857,545.98M
444,YTRA,"Yatra Online, Inc.",99.48M,1.63%,51505,52.41M
445,RRGB,"Red Robin Gourmet Burgers, Inc.",99.47M,-5.74%,532032,1.30B
446,PRTS,"CarParts.com, Inc.",97.91M,-,785734,675.73M
447,STRT,Strattec Security Corporation,96.44M,-2.57%,9225,513.34M
448,TOUR,Tuniu Corporation,95.71M,-3.50%,579378,62.24M
449,CNTY,"Century Casinos, Inc.",93.51M,-0.32%,224179,550.21M
450,LUXH,LuxUrban Hotels Inc.,88.39M,-2.54%,203851,98.83M
451,LITB,"LightInTheBox Holding Co., Ltd.",88.32M,-1.39%,214901,650.29M
452,AKA,a.k.a. Brands Holding Corp.,87.05M,5.37%,4492,546.26M
453,SLNA,Selina Hospitality PLC,87.00M,-2.62%,517307,-
454,KEQU,Kewaunee Scientific Corporation,86.34M,2.43%,11355,201.04M
455,CONN,"Conn's, Inc.",83.99M,-4.12%,152972,1.21B
456,LIVE,Live Ventures Incorporated,83.03M,4.26%,10767,403.78M
457,SUP,"Superior Industries International, Inc.",82.59M,-2.38%,113788,1.39B
458,CREV,Carbon Revolution Public Limited,81.00M,1.37%,4736,17.46M
459,NDLS,Noodles & Company,80.98M,-5.26%,410841,503.41M
460,WKHS,Workhorse Group Inc.,80.94M,-6.51%,5823322,13.09M
461,BGFV,Big 5 Sporting Goods Corporation,80.11M,-0.56%,520209,884.75M
462,GORV,Lazydays Holdings Inc,74.91M,-1.55%,39941,1.08B
463,GOEV,Canoo Inc.,74.00M,-3.68%,4814517,519.00K
464,NHTC,Natural Health Trends Corp.,72.90M,1.28%,8960,43.92M
465,TUP,Tupperware Brands Corporation,70.79M,-3.92%,873657,1.30B
466,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",69.08M,-4.14%,13671,355.18M
467,NTZ,Natuzzi S.p.A.,68.84M,-1.57%,273,498.39M
468,REE,REE Automotive Ltd.,64.96M,-6.30%,10434,943.00K
469,BGI,Birks Group Inc.,63.50M,-,123,170.73M
470,PMNT,Perfect Moment Ltd.,59.20M,-7.54%,10968,27.03M
471,JL,J-Long Group Limited,58.72M,-8.56%,1234854,38.29M
472,GAN,GAN Limited,58.64M,-1.54%,352624,129.42M
473,PLBY,"PLBY Group, Inc.",58.48M,-3.70%,198846,188.34M
474,CULP,"Culp, Inc.",58.13M,-1.28%,24903,237.23M
475,SOND,Sonder Holdings Inc.,57.43M,13.68%,135866,573.81M
476,CRWS,"Crown Crafts, Inc.",55.76M,0.75%,10871,86.67M
477,TCS,"The Container Store Group, Inc.",55.74M,-4.42%,246188,901.46M
478,LL,"LL Flooring Holdings, Inc.",54.95M,-5.73%,368961,904.75M
479,INTG,The InterGroup Corporation,54.72M,-0.89%,4203,57.18M
480,GP,GreenPower Motor Company Inc.,51.98M,-3.76%,48198,49.53M
481,CJET,"Chijet Motor Company, Inc.",51.89M,-6.38%,36444,17.58M
482,ARKR,Ark Restaurants Corp.,50.49M,-0.86%,10748,184.84M
483,NCNC,noco-noco Inc.,47.23M,6.92%,569602,-
484,BDL,"Flanigan's Enterprises, Inc.",46.54M,0.04%,4205,177.68M
485,HOUR,"Hour Loop, Inc.",46.31M,-0.76%,1815,123.86M
486,FOSL,"Fossil Group, Inc.",45.47M,-6.51%,1661941,1.41B
487,CENN,Cenntro Electric Group Limited,45.06M,-3.38%,119700,-
488,MULN,"Mullen Automotive, Inc.",41.94M,-10.63%,838404,366.00K
489,VNCE,Vince Holding Corp.,41.88M,-,4585,308.89M
490,VIOT,"Viomi Technology Co., Ltd",40.54M,2.02%,14163,400.66M
491,SYPR,"Sypris Solutions, Inc.",40.42M,-,29228,131.20M
492,LGCB,Linkage Global Inc,38.70M,-1.10%,13751,22.03M
493,TLF,"Tandy Leather Factory, Inc.",36.96M,0.91%,1022,77.75M
494,JRSH,"Jerash Holdings (US), Inc.",36.88M,-2.37%,2877,119.39M
495,VEV,Vicinity Motor Corp.,36.21M,3.70%,4298,11.85M
496,YHGJ,Yunhong Green CTI Ltd.,35.17M,0.62%,4962,16.60M
497,EVTV,"Envirotech Vehicles, Inc.",34.59M,0.87%,8139,4.64M
498,MI,NFT Ltd.,33.96M,-5.61%,365863,4.68M
499,KIRK,"Kirkland's, Inc.",33.47M,-1.93%,120300,465.22M
500,ECDA,ECD Automotive Design Inc,33.10M,-20.56%,92866,19.90M
501,VRM,"Vroom, Inc.",32.49M,-14.18%,1273361,893.20M
502,BNED,"Barnes & Noble Education, Inc.",31.94M,-3.00%,699531,1.55B
503,ATER,"Aterian, Inc.",30.42M,-12.54%,1046905,164.71M
504,PEV,Phoenix Motor Inc.,29.43M,-0.53%,50446,4.98M
505,GTIM,Good Times Restaurants Inc.,29.21M,2.68%,19596,137.86M
506,MRM,MEDIROM Healthcare Technologies Inc.,29.18M,-1.19%,1491,49.82M
507,SOLO,Electrameccanica Vehicles Corp.,27.13M,-2.64%,519450,608.43K
508,RENT,"Rent the Runway, Inc.",26.02M,-0.11%,273280,297.80M
509,RAVE,"RAVE Restaurant Group, Inc.",25.67M,1.14%,15152,11.90M
510,GDHG,Golden Heaven Group Holdings Ltd.,24.41M,-8.88%,1968247,31.79M
511,NCL,Northann Corp.,24.37M,-2.54%,78560,10.59M
512,DLA,"Delta Apparel, Inc.",21.22M,-1.66%,17469,387.99M
513,WBUY,WEBUY GLOBAL LTD.,20.17M,-4.94%,179004,44.56M
514,IPW,iPower Inc.,19.89M,-2.07%,12764,86.93M
515,RGS,Regis Corporation,19.83M,-10.34%,13831,215.91M
516,XELB,"Xcel Brands, Inc.",19.48M,-,57088,19.53M
517,CTNT,Cheetah Net Supply Chain Service Inc.,19.35M,17.24%,54848,42.11M
518,MGIH,Millennium Group International Holdings Limited,18.87M,-4.82%,64136,45.60M
519,CHSN,Chanson International Holding,18.83M,1.27%,43190,13.54M
520,HWH,HWH International Inc.,18.01M,-21.83%,28890,-
521,WKSP,Worksport Ltd.,17.78M,-10.18%,312802,729.32K
522,DOGZ,Dogness (International) Corporation,17.04M,1.72%,46495,17.58M
523,BFI,"BurgerFi International, Inc.",16.62M,-3.23%,70662,173.87M
524,FRSX,Foresight Autonomous Holdings Ltd.,15.81M,0.87%,41830,458.00K
525,MOGU,MOGU Inc.,15.36M,0.48%,164,27.58M
526,ISPO,Inspirato Incorporated,14.92M,2.96%,1828,329.10M
527,YJ,Yunji Inc.,14.13M,-2.86%,5396,107.26M
528,ZAPP,Zapp Electric Vehicles Group Limited,13.81M,-7.80%,88527,-
529,FGI,FGI Industries Ltd.,13.78M,-0.69%,3543,118.08M
530,DSS,"DSS, Inc.",13.64M,4.30%,3754,34.72M
531,JEWL,Adamas One Corp.,13.44M,-16.41%,373310,1.82M
532,CZOO,Cazoo Group Ltd,12.47M,-11.76%,74526,1.37B
533,LTRY,Lottery.com Inc.,12.25M,-0.80%,9570,2.11M
534,VLCN,"Volcon, Inc.",12.19M,-13.85%,2597486,2.93M
535,CTHR,"Charles & Colvard, Ltd.",11.18M,-0.61%,24812,25.06M
536,BTBD,"BT Brands, Inc.",10.74M,1.74%,607,14.06M
537,VEEE,Twin Vee Powercats Co.,10.71M,-0.44%,11385,33.85M
538,SRM,"SRM Entertainment, Inc.",10.30M,-,28211,6.07M
539,UXIN,Uxin Limited,10.09M,-2.38%,29741,200.74M
540,EZGO,EZGO Technologies Ltd.,9.41M,-3.03%,902760,15.92M
541,DXYN,"The Dixie Group, Inc.",8.96M,4.35%,357076,280.21M
542,SPGC,"Sacks Parente Golf, Inc.",8.93M,1.37%,7423,240.00K
543,JOAN,JOANN Inc.,8.78M,-16.68%,768346,2.16B
544,PIK,Kidpik Corp.,8.55M,-4.44%,332248,15.61M
545,XWEL,"XWELL, Inc.",8.53M,-9.31%,41498,30.26M
546,AYRO,"Ayro, Inc.",8.46M,-1.19%,8808,949.93K
547,JXJT,JX Luxventure Limited,8.19M,-7.41%,25570,49.91M
548,EFOI,"Energy Focus, Inc.",8.18M,-3.89%,29947,3.99M
549,VMAR,Vision Marine Technologies Inc.,7.58M,-1.54%,34283,3.80M
550,LIDR,"AEye, Inc.",6.77M,8.33%,229434,2.49M
551,FRZA,"Forza X1, Inc.",6.76M,8.02%,17974,18.56K
552,FORD,"Forward Industries, Inc.",6.24M,1.61%,6571,33.03M
553,EGOX,Next.e.GO N.V.,6.09M,-4.97%,1879106,-
554,OCG,Oriental Culture Holding LTD,5.86M,-0.72%,2989,1.57M
555,YOSH,Yoshiharu Global Co.,5.78M,-13.68%,12188,9.25M
556,KXIN,Kaixin Auto Holdings,5.34M,-2.99%,212029,68.40M
557,CNXA,Connexa Sports Technologies Inc.,5.03M,-2.34%,810958,9.78M
558,FUV,"Arcimoto, Inc.",4.68M,-2.92%,29516,6.61M
559,FFIE,Faraday Future Intelligent Electric Inc.,4.61M,-1.20%,9054538,551.00K
560,TRNR,Interactive Strength Inc.,4.35M,-9.04%,65978,973.00K
561,SBET,SharpLink Gaming Ltd.,4.20M,-2.90%,2678,-
562,EJH,E-Home Household Service Holdings Limited,3.97M,3.01%,97870,68.32M
563,JWEL,Jowell Global Ltd.,3.61M,-8.28%,233,193.98M
564,DBGI,"Digital Brands Group, Inc.",3.44M,-2.99%,21653,12.41M
565,WNW,Meiwu Technology Company Limited,3.42M,-,27609,30.30M
566,NVVE,Nuvve Holding Corp.,3.40M,-5.06%,488840,7.83M
567,OCTO,Eightco Holdings Inc.,3.16M,-6.01%,30238,75.82M
568,SECO,Secoo Holding Limited,3.05M,-6.07%,55136,413.47M
569,REBN,"Reborn Coffee, Inc.",2.99M,-12.50%,103277,5.02M
570,UCAR,U Power Limited,2.91M,-9.69%,15075060,752.46K
571,NVFY,"Nova LifeStyle, Inc.",2.68M,-5.49%,5525,11.06M
572,IVP,"Inspire Veterinary Partners, Inc.",2.47M,-1.56%,5676883,16.07M
573,AUVI,"Applied UV, Inc.",2.18M,-10.99%,36896,37.94M
574,AREB,"American Rebel Holdings, Inc.",1.62M,-6.54%,111814,15.27M
575,JFBR,Jeffs' Brands Ltd,1.24M,0.60%,1113760,7.39M
576,BQ,Boqii Holding Limited,1.11M,1.12%,139208,122.67M
