,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
365,OFLX,"Omega Flex, Inc.",742.44M,-3.64%,9434,111.47M
366,DCO,Ducommun Incorporated,737.48M,-0.08%,81256,756.99M
367,IRS,IRSA Inversiones y Representaciones SA,727.49M,0.12%,105168,348.50M
368,PBI,Pitney Bowes Inc.,716.71M,-2.40%,1993434,3.27B
369,SNCY,"Sun Country Airlines Holdings, Inc.",716.23M,-1.96%,600271,1.05B
370,GSL,"Global Ship Lease, Inc.",712.21M,-1.93%,254159,674.80M
371,HA,"Hawaiian Holdings, Inc.",710.52M,-,476793,2.72B
372,CYRX,"Cryoport, Inc.",703.12M,2.58%,702860,233.26M
373,EGLE,Eagle Bulk Shipping Inc.,699.81M,-1.87%,129178,393.80M
374,NPWR,NET Power Inc.,693.70M,0.52%,546096,175.00K
375,IIIN,"Insteel Industries, Inc.",684.77M,-3.58%,85552,604.01M
376,SPCE,"Virgin Galactic Holdings, Inc.",680.07M,-4.12%,7875918,6.80M
377,ASC,Ardmore Shipping Corporation,674.50M,2.69%,770108,395.98M
378,TPC,Tutor Perini Corporation,659.68M,-1.89%,432984,3.88B
379,AGX,"Argan, Inc.",655.87M,-2.17%,51632,527.56M
380,NVRI,Enviri Corporation,653.85M,-5.98%,443969,2.07B
381,CASS,"Cass Information Systems, Inc.",646.01M,-2.89%,39793,197.51M
382,PLPC,Preformed Line Products Company,635.01M,-1.73%,14285,669.68M
383,HSII,"Heidrick & Struggles International, Inc.",633.67M,0.38%,196794,1.04B
384,PL,Planet Labs PBC,624.15M,-0.46%,1123014,214.82M
385,ATRO,Astronics Corporation,603.98M,-1.86%,92813,689.21M
386,CLCO,Cool Company Ltd.,603.46M,-0.18%,142855,372.12M
387,BWMN,Bowman Consulting Group Ltd.,590.28M,-6.56%,266477,346.26M
388,CRESY,Cresud S.A.C.I.F. y A.,585.77M,-2.59%,105310,743.19M
389,TITN,Titan Machinery Inc.,584.26M,-1.60%,143678,2.49B
390,FIP,FTAI Infrastructure Inc.,581.41M,-1.56%,453269,310.42M
391,CVLG,"Covenant Logistics Group, Inc.",580.54M,-2.25%,65430,1.10B
392,GLDD,Great Lakes Dredge & Dock Corporation,577.62M,-0.46%,443840,589.63M
393,LNZA,"LanzaTech Global, Inc.",566.33M,-2.70%,299280,62.63M
394,SB,"Safe Bulkers, Inc.",558.08M,-1.40%,952750,284.40M
395,EVLV,"Evolv Technologies Holdings, Inc.",543.29M,1.12%,847289,80.42M
396,NPK,"National Presto Industries, Inc.",541.80M,-1.88%,24634,356.54M
397,LILM,Lilium N.V.,531.42M,-5.74%,2114465,-
398,ADSE,ADS-TEC Energy PLC,530.63M,-0.29%,3421,60.74M
399,AMSC,American Superconductor Corporation,529.40M,-7.44%,792276,135.35M
400,KE,"Kimball Electronics, Inc.",518.90M,-3.47%,125938,1.84B
401,FC,Franklin Covey Co.,518.83M,-0.41%,36417,279.55M
402,EBF,"Ennis, Inc.",514.65M,-0.35%,113996,425.37M
403,ACCO,ACCO Brands Corporation,513.56M,-1.59%,1025871,1.83B
404,EAF,GrafTech International Ltd.,498.25M,-14.43%,3177288,620.50M
405,SAVE,"Spirit Airlines, Inc.",498.12M,-5.27%,6250841,5.36B
406,CMPO,"CompoSecure, Inc.",483.20M,-3.17%,115410,390.63M
407,MTW,"The Manitowoc Company, Inc.",470.65M,-3.36%,237483,2.23B
408,FCEL,"FuelCell Energy, Inc.",465.42M,-2.91%,16204863,103.01M
409,LMB,"Limbach Holdings, Inc.",455.16M,-16.26%,1059378,516.35M
410,RGP,"Resources Connection, Inc.",453.67M,-4.50%,657705,704.52M
411,TRC,Tejon Ranch Co.,433.42M,-1.36%,49666,44.74M
412,BBCP,"Concrete Pumping Holdings, Inc.",423.44M,-3.69%,239036,446.38M
413,KODK,Eastman Kodak Company,421.63M,-5.85%,1570815,1.12B
414,ACTG,Acacia Research Corporation,399.55M,-0.50%,225343,45.91M
415,CIX,CompX International Inc.,395.27M,-4.98%,11477,161.29M
416,DSKE,"Daseke, Inc.",390.82M,-,164574,1.57B
417,FORR,"Forrester Research, Inc.",384.39M,-2.12%,327623,480.78M
418,WLDN,"Willdan Group, Inc.",379.64M,2.49%,58674,510.10M
419,ASLE,AerSale Corporation,374.85M,5.70%,769116,334.50M
420,SHYF,"The Shyft Group, Inc.",372.31M,0.28%,377384,872.20M
421,CVEO,Civeo Corporation,366.74M,-1.50%,86874,700.81M
422,TBI,"TrueBlue, Inc.",363.78M,-,693723,1.91B
423,CYD,China Yuchai International Limited,360.78M,-3.17%,13554,2.30B
424,MTRX,Matrix Service Company,358.51M,-0.30%,174630,765.45M
425,PTSI,"P.A.M. Transportation Services, Inc.",357.85M,-5.85%,57174,810.81M
426,NVX,Novonix Limited,351.89M,-6.25%,95546,8.05M
427,ALTG,Alta Equipment Group Inc.,348.60M,-2.41%,481595,2.01B
428,DSX,Diana Shipping Inc.,347.99M,-0.67%,932755,262.10M
429,HSHP,Himalaya Shipping Ltd.,347.69M,-,89480,36.74M
430,WLFC,Willis Lease Finance Corporation,336.62M,-1.59%,24637,392.42M
431,SWIM,"Latham Group, Inc.",336.57M,-4.87%,273548,566.49M
432,NWPX,Northwest Pipe Company,335.10M,-2.26%,45548,444.36M
433,PKOH,Park-Ohio Holdings Corp.,326.99M,-1.24%,12956,1.66B
434,AMBI,Ambipar Emergency Response,318.59M,-,835,-
435,NL,"NL Industries, Inc.",317.42M,-,26710,161.29M
436,PANL,"Pangaea Logistics Solutions, Ltd.",312.49M,-15.56%,1840290,499.27M
437,PKE,Park Aerospace Corp.,309.88M,-0.20%,39428,53.20M
438,EVI,"EVI Industries, Inc.",289.48M,2.38%,14753,367.55M
439,LEV,The Lion Electric Company,283.00M,-3.85%,733486,253.50M
440,POWW,"AMMO, Inc.",279.45M,-2.87%,351203,148.32M
441,ORN,"Orion Group Holdings, Inc.",276.34M,-0.12%,298610,711.78M
442,MG,"Mistras Group, Inc.",273.88M,0.68%,77466,705.47M
443,GHM,Graham Corporation,270.17M,-1.80%,28944,179.49M
444,SPIR,"Spire Global, Inc.",269.34M,-2.88%,123250,105.70M
445,BYRN,Byrna Technologies Inc.,265.56M,-0.08%,77526,42.64M
446,LXFR,Luxfer Holdings PLC,264.86M,-1.07%,424343,405.00M
447,SLDP,"Solid Power, Inc.",264.39M,-6.16%,3579891,17.41M
448,MEC,"Mayville Engineering Company, Inc.",262.71M,-1.01%,66540,588.43M
449,ESEA,Euroseas Ltd.,262.23M,-4.26%,30172,189.36M
450,RLGT,"Radiant Logistics, Inc.",259.01M,-3.08%,95627,888.28M
451,QUAD,"Quad/Graphics, Inc.",257.75M,-1.42%,101759,2.96B
452,FSTR,L.B. Foster Company,255.35M,2.11%,52724,543.74M
453,AMPX,"Amprius Technologies, Inc.",253.70M,-3.14%,510402,5.90M
454,SLND,"Southland Holdings, Inc.",247.39M,-6.18%,19547,1.16B
455,BAER,"Bridger Aerospace Group Holdings, Inc.",242.69M,0.20%,7919,66.71M
456,LLAP,Terran Orbital Corporation,235.30M,-1.65%,2471311,136.24M
457,GENC,"Gencor Industries, Inc.",233.06M,-1.57%,49769,105.27M
458,LGCL,Lucas GC Limited,231.53M,-14.91%,49122,178.48M
459,TWIN,"Twin Disc, Incorporated",226.17M,-0.37%,24282,294.24M
460,RCMT,"RCM Technologies, Inc.",225.34M,-24.92%,627377,263.24M
461,BLNK,Blink Charging Co.,223.12M,3.63%,12128350,120.49M
462,PFMT,Performant Financial Corporation,222.30M,-1.04%,177549,113.74M
463,GASS,StealthGas Inc.,216.80M,-0.98%,81657,143.53M
464,RDW,Redwire Corporation,215.14M,-3.61%,140042,234.02M
465,NNBR,"NN, Inc.",214.85M,9.15%,160407,489.27M
466,AAN,"The Aaron's Company, Inc.",213.44M,-1.14%,305379,2.14B
467,FREY,FREYR Battery,206.76M,-0.68%,1415344,-
468,EOSE,"Eos Energy Enterprises, Inc.",206.70M,-0.53%,5003933,16.38M
469,BLDE,"Blade Air Mobility, Inc.",197.63M,-3.32%,2403846,225.18M
470,DLHC,DLH Holdings Corp.,197.38M,-0.72%,42551,401.00M
471,SHIM,Shimmick Corporation,190.44M,6.71%,127346,655.24M
472,SCWO,"374Water, Inc.",189.71M,-5.59%,106577,1.65M
473,MVST,"Microvast Holdings, Inc.",189.10M,-7.36%,5435670,266.84M
474,KNOP,KNOT Offshore Partners LP,185.87M,1.33%,76029,290.72M
475,SHIP,Seanergy Maritime Holdings Corp.,180.25M,-4.79%,355869,125.02M
476,GRIN,Grindrod Shipping Holdings Ltd.,177.97M,6.69%,20477,387.10M
477,SST,"System1, Inc.",176.97M,-7.41%,61345,589.77M
478,ARQ,"Arq, Inc.",173.92M,2.95%,721015,99.18M
479,HQI,"HireQuest, Inc.",172.50M,-2.50%,9900,32.28M
480,TUSK,"Mammoth Energy Services, Inc.",171.15M,-2.47%,29325,309.49M
481,EML,The Eastern Company,158.74M,1.84%,16744,273.45M
482,LUNR,"Intuitive Machines, Inc.",148.16M,-4.16%,2671435,86.95M
483,EVTL,Vertical Aerospace Ltd.,147.79M,-5.54%,307130,-
484,CSTE,Caesarstone Ltd.,144.36M,-0.96%,27793,565.23M
485,QRHC,Quest Resource Holding Corporation,142.81M,0.42%,70848,288.38M
486,ISSC,"Innovative Solutions and Support, Inc.",141.95M,-0.37%,21036,37.60M
487,GWH,"ESS Tech, Inc.",140.74M,-5.04%,1145450,7.54M
488,ULBI,Ultralife Corporation,139.05M,4.00%,53205,150.20M
489,TG,Tredegar Corporation,137.98M,-2.43%,209205,724.66M
490,SFWL,Shengfeng Development Limited,137.61M,1.21%,37048,388.76M
491,HURC,"Hurco Companies, Inc.",135.85M,0.48%,24812,218.18M
492,MNTX,"Manitex International, Inc.",130.15M,0.47%,28640,291.39M
493,TAYD,"Taylor Devices, Inc.",129.18M,0.64%,8218,40.87M
494,PESI,"Perma-Fix Environmental Services, Inc.",128.51M,3.64%,54261,89.74M
495,ESOA,Energy Services of America Corporation,126.74M,-1.29%,59750,334.23M
496,LICY,Li-Cycle Holdings Corp.,126.39M,-11.73%,21076953,-
497,TPIC,"TPI Composites, Inc.",125.90M,-5.00%,1492188,1.46B
498,DHX,"DHI Group, Inc.",121.52M,-3.16%,232183,151.88M
499,SKYX,SKYX Platforms Corp.,119.82M,-6.92%,257953,36.62M
500,BW,"Babcock & Wilcox Enterprises, Inc.",118.86M,4.07%,1152970,1.05B
501,TATT,TAT Technologies Ltd.,115.57M,1.49%,8826,113.79M
502,CRGO,Freightos Limited,115.28M,-2.77%,16698,20.28M
503,ARC,"ARC Document Solutions, Inc.",112.47M,-0.38%,39691,281.20M
504,GIFI,"Gulf Island Fabrication, Inc.",111.27M,-2.47%,28863,151.07M
505,SCX,The L.S. Starrett Company,109.87M,-0.06%,110191,251.66M
506,TORO,Toro Corp.,109.34M,0.17%,54063,78.47M
507,BGSF,"BGSF, Inc.",106.97M,2.60%,10918,316.88M
508,SOAR,Volato Group Inc.,105.40M,1.68%,36809,109.72M
509,ELVA,Electrovaya Inc.,104.72M,-3.23%,6855,44.06M
510,CBAT,"CBAK Energy Technology, Inc.",103.81M,0.86%,363724,202.72M
511,FBYD,"Falcon's Beyond Global, Inc.",102.30M,-7.14%,7895,22.85M
512,IVAC,"Intevac, Inc.",101.26M,-0.79%,84650,52.67M
513,MHH,"Mastech Digital, Inc.",100.91M,-,2686,212.26M
514,VTSI,"VirTra, Inc.",100.63M,0.55%,65243,36.57M
515,RR,Richtech Robotics Inc.,93.30M,-,90230,8.92M
516,MPU,Mega Matrix Corp.,88.52M,2.92%,234239,1.51M
517,PMEC,Primech Holdings Ltd.,86.39M,-0.42%,3882,69.03M
518,OMEX,"Odyssey Marine Exploration, Inc.",83.16M,1.69%,58076,1.11M
519,SRFM,Surf Air Mobility Inc.,80.99M,-2.28%,391685,100.01M
520,AENT,Alliance Entertainment Holding Corporation,80.98M,8.16%,14230,1.13B
521,ZCAR,"Zoomcar Holdings, Inc.",76.08M,-6.67%,1359465,16.54M
522,IPWR,Ideal Power Inc.,72.00M,-8.75%,36833,154.00K
523,XOS,"Xos, Inc.",71.65M,0.33%,7503,34.72M
524,APT,"Alpha Pro Tech, Ltd.",69.87M,-4.90%,87535,61.23M
525,FLUX,"Flux Power Holdings, Inc.",67.29M,-0.74%,20684,64.48M
526,EDRY,EuroDry Ltd.,64.89M,-0.94%,12237,47.59M
527,TOPS,Top Ships Inc.,63.91M,-1.68%,22861,124.43M
528,ESP,Espey Mfg. & Electronics Corp.,63.70M,-1.09%,4580,37.02M
529,PPIH,"Perma-Pipe International Holdings, Inc.",62.61M,3.11%,2725,146.93M
530,CODA,"Coda Octopus Group, Inc.",61.63M,-1.07%,17664,19.35M
531,PPSI,"Pioneer Power Solutions, Inc.",58.49M,-5.94%,176822,42.60M
532,BEEP,Mobile Infrastructure Corporation,57.00M,0.89%,27025,44.38M
533,RAIL,"FreightCar America, Inc.",56.57M,0.96%,16669,360.48M
534,VATE,INNOVATE Corp.,55.46M,-12.21%,350566,1.42B
535,AIRT,"Air T, Inc.",53.13M,-1.49%,5184,288.53M
536,AQMS,"Aqua Metals, Inc.",52.29M,-0.43%,362035,25.00K
537,BWEN,"Broadwind, Inc.",50.68M,-2.98%,52192,203.48M
538,NTIP,"Network-1 Technologies, Inc.",50.08M,1.92%,10287,2.60M
539,PXS,Pyxis Tankers Inc.,49.69M,1.19%,53405,50.60M
540,AP,Ampco-Pittsburgh Corporation,49.66M,1.21%,11648,407.77M
541,GLBS,Globus Maritime Limited,47.96M,-3.43%,28336,32.40M
542,HOVR,New Horizon Aircraft Ltd.,47.91M,8.71%,181647,-
543,OPXS,"Optex Systems Holdings, Inc",47.42M,-,9784,28.59M
544,VCIG,VCI Global Limited,44.49M,-5.08%,124019,12.47M
545,JOB,"GEE Group, Inc.",41.56M,-1.02%,127466,141.93M
546,BEST,BEST Inc.,41.55M,-1.83%,10599,1.11B
547,CTRM,Castor Maritime Inc.,41.54M,0.12%,382770,97.52M
548,KSCP,"Knightscope, Inc.",41.12M,-2.82%,1339219,12.13M
549,HSON,"Hudson Global, Inc.",40.96M,4.54%,12281,161.34M
550,SUGP,SU Group Holdings Limited,40.41M,0.66%,94674,20.93M
551,LTBR,Lightbridge Corporation,40.01M,2.14%,22216,-
552,CLIR,ClearSign Technologies Corporation,39.08M,-5.83%,203619,1.18M
553,STI,Solidion Technology Inc.,38.72M,4.00%,13278758,19.04K
554,CCTG,CCSC Technology International Holdings Limited,38.22M,-1.49%,16096294,15.94M
555,AERT,Aeries Technology Inc.,37.00M,-5.06%,7485,105.90M
556,GFAI,"Guardforce AI Co., Limited",36.86M,-6.40%,697192,35.95M
557,HYFM,"Hydrofarm Holdings Group, Inc.",36.68M,-1.81%,63582,226.58M
558,GTEC,Greenland Technologies Holding Corporation,35.07M,1.55%,737,86.69M
559,AZ,A2Z Smart Technologies Corp.,35.02M,-3.61%,18597,15.75M
560,SVT,"Servotronics, Inc.",34.57M,-,95,43.47M
561,MESA,"Mesa Air Group, Inc.",34.07M,-4.54%,252529,498.07M
562,FTEK,"Fuel Tech, Inc.",33.12M,0.46%,223583,27.08M
563,DFLI,Dragonfly Energy Holdings Corp.,32.32M,-4.18%,250969,74.16M
564,CVV,CVD Equipment Corporation,31.39M,1.30%,7689,27.23M
565,RFIL,"RF Industries, Ltd.",31.24M,0.99%,2208,72.17M
566,CVU,"CPI Aerostructures, Inc.",31.17M,1.63%,6861,87.04M
567,CACO,Caravelle International Group,31.14M,-0.99%,14734,133.78M
568,OESX,"Orion Energy Systems, Inc.",29.63M,-1.07%,25721,85.80M
569,LICN,Lichen China Limited,29.15M,1.85%,28677,33.58M
570,SPEC,Spectaire Holdings Inc.,28.39M,-7.27%,17230,-
571,APWC,Asia Pacific Wire & Cable Corporation Limited,27.61M,5.38%,4028,433.89M
572,SNT,Senstar Technologies Ltd.,27.39M,4.24%,6279,33.77M
573,USEA,United Maritime Corporation,25.95M,-5.02%,19224,33.42M
574,NEOV,NeoVolta Inc.,25.59M,-14.84%,107731,3.13M
575,FPAY,"FlexShopper, Inc.",24.90M,-4.17%,19608,108.12M
576,EPOW,"Sunrise New Energy Co., Ltd.",24.43M,-2.15%,15149,48.57M
577,UGRO,"urban-gro, Inc.",24.27M,-3.85%,20400,73.86M
578,JYD,Jayud Global Logistics Limited,24.09M,1.01%,3102,90.64M
579,PSHG,Performance Shipping Inc.,23.95M,-2.55%,90725,108.94M
580,SGRP,"SPAR Group, Inc.",23.47M,-,1693,262.29M
581,TISI,"Team, Inc.",23.44M,7.53%,10250,862.62M
582,XPON,Expion360 Inc.,22.50M,1.24%,6052,6.54M
583,IGC,IGC Pharma Inc,21.44M,1.02%,174807,1.22M
584,PIXY,"ShiftPixy, Inc.",21.43M,22.15%,4673605,15.64M
585,WHLM,"Wilhelmina International, Inc.",20.99M,4.40%,205,17.54M
586,ALPP,"Alpine 4 Holdings, Inc.",20.53M,-5.00%,56443,106.08M
587,SIF,"SIFCO Industries, Inc.",18.74M,1.66%,1173,86.78M
588,OP,OceanPal Inc.,18.41M,10.44%,90730,18.87M
589,RVSN,Rail Vision Ltd.,18.38M,-6.02%,1210864,142.00K
590,LIQT,"LiqTech International, Inc.",17.87M,-2.56%,3325,18.09M
591,DCFC,Tritium DCFC Limited,17.41M,-17.69%,5312219,184.54M
592,OPTT,"Ocean Power Technologies, Inc.",17.22M,-1.67%,922467,4.93M
593,IPDN,"Professional Diversity Network, Inc.",17.13M,4.05%,5661,7.76M
594,SIDU,"Sidus Space, Inc.",15.05M,-,542485,6.95M
595,GVH,Globavend Holdings Limited,14.70M,-7.55%,962,18.59M
596,TOMZ,"TOMI Environmental Solutions, Inc.",14.62M,-0.37%,1321,8.64M
597,SGLY,Singularity Future Technology Ltd.,14.60M,-7.09%,163472,3.68M
598,CVR,Chicago Rivet & Machine Co.,14.31M,-,42,31.58M
599,LASE,Laser Photonics Corporation,14.20M,-3.68%,87222,4.61M
600,ASTC,Astrotech Corporation,13.95M,0.90%,2056,1.99M
601,AIRI,Air Industries Group,13.43M,3.09%,5364,51.94M
602,JAN,JanOne Inc.,13.34M,7.06%,269692,11.16M
603,ASTR,"Astra Space, Inc.",13.17M,2.93%,276387,963.00K
604,CHNR,"China Natural Resources, Inc.",12.77M,-6.15%,25196,2.91M
605,GRNQ,Greenpro Capital Corp.,12.27M,-0.61%,7925,3.29M
606,IDEX,"Ideanomics, Inc.",12.21M,-0.98%,268609,36.48M
607,VRME,"VerifyMe, Inc.",12.18M,0.50%,10144,26.30M
608,SHPW,"Shapeways Holdings, Inc.",12.11M,-5.41%,14721,33.72M
609,IVDA,"Iveda Solutions, Inc.",11.82M,-4.10%,138328,7.59M
610,DPRO,Draganfly Inc.,11.32M,-0.68%,757962,5.15M
611,CLWT,Euro Tech Holdings Company Limited,11.12M,-1.39%,2945,16.18M
612,ROMA,Roma Green Finance Limited,11.05M,-14.52%,607307,1.74M
613,YGMZ,MingZhu Logistics Holdings Limited,10.79M,-4.46%,49792,109.83M
614,ARTW,"Art's-Way Manufacturing Co., Inc.",10.23M,11.39%,197174,30.28M
615,MWG,Multi Ways Holdings Ltd,10.18M,-10.81%,59141,32.64M
616,KITT,"Nauticus Robotics, Inc.",10.01M,25.05%,6742804,8.77M
617,WLGS,"WANG & LEE GROUP, Inc.",9.97M,-5.37%,28885,4.36M
618,RAYA,Erayak Power Solution Group Inc.,9.88M,-20.24%,306345,24.88M
619,AWX,Avalon Holdings Corporation,9.40M,3.88%,390,84.54M
620,HIHO,Highway Holdings Limited,9.32M,-0.70%,5167,-
621,ILAG,Intelligent Living Application Group Inc.,9.03M,2.00%,10836,6.75M
622,ENG,ENGlobal Corporation,8.82M,-3.49%,6385,40.79M
623,PRZO,ParaZero Technologies Ltd.,7.81M,-2.04%,62993,560.12K
624,POLA,"Polar Power, Inc.",7.57M,1.76%,53293,18.05M
625,DGLY,"Digital Ally, Inc.",7.06M,-,6591,31.19M
626,ESGL,ESGL Holdings Ltd,7.01M,-3.86%,21222,8.39M
627,MNTS,Momentus Inc.,6.78M,-3.14%,641792,2.19M
628,GWAV,"Greenwave Technology Solutions, Inc.",6.62M,-17.50%,756368,32.65M
629,KIQ,Kelso Technologies Inc.,6.52M,-0.91%,514838,10.14M
630,KWE,KWESST Micro Systems Inc.,6.41M,9.65%,193255,786.61K
631,GPAK,Gamer Pakistan Inc.,5.70M,-3.21%,14727,-
632,VIEW,"View, Inc.",5.53M,-4.20%,39582,128.84M
633,BURU,"Nuburu, Inc.",5.13M,-0.71%,85891,2.15M
634,AEHL,Antelope Enterprise Holdings Limited,5.04M,-,12205,63.62M
635,CEAD,CEA Industries Inc.,4.52M,0.11%,47617,8.12M
636,ATXG,Addentax Group Corp.,4.25M,-3.00%,29099,5.15M
637,AGFY,Agrify Corporation,4.09M,-2.46%,117907,19.90M
638,SGBX,Safe & Green Holdings Corp,3.99M,-5.64%,527015,18.67M
639,BKYI,"BIO-key International, Inc.",3.66M,-5.94%,17881,8.59M
640,JCSE,JE Cleantech Holdings Limited,3.65M,-1.37%,826,14.89M
641,CISS,C3is Inc.,3.48M,-12.22%,2667171,-
642,UUU,"Universal Security Instruments, Inc.",3.45M,-,11847,21.00M
643,EFSH,1847 Holdings LLC,3.40M,-10.14%,293024,63.06M
644,TBLT,"ToughBuilt Industries, Inc.",2.75M,-9.22%,66228,89.62M
645,RCRT,"Recruiter.com Group, Inc.",2.52M,-5.42%,3153,9.94M
646,STAF,"Staffing 360 Solutions, Inc.",2.51M,-3.17%,30032,258.50M
647,NXU,"Nxu, Inc.",2.47M,-1.94%,794031,-
648,SMX,SMX (Security Matters) PLC,2.43M,-4.03%,1430024,-
649,LGMK,"LogicMark, Inc.",2.41M,1.79%,8379,9.65M
650,AULT,"Ault Alliance, Inc.",1.19M,-10.04%,4476665,160.92M
651,SPCB,SuperCom Ltd.,1.10M,-1.09%,584157,25.51M
